review_id,date,reviewer,rating_1_5,title,body,replied
TP-912,2025-09-06,Fatima Norbury,3,Mixed experience,Our broker recommended tem and it has been solid.,No
TP-1275,2025-09-06,Peter,5,Transparent pricing,Our broker recommended tem and it has been solid.,Yes
TP-1263,2025-07-17,Kirsty from Thackery Roofing Group,5,Refreshing energy supplier,Support took days to reply.,Yes
TP-817,2025-04-16,Omar,3,Mixed experience,Portal needs work but the pricing is honest.,No
TP-900,2026-07-31,Sarah from Northgate Distillery Holdings,2,Avoid,"Renewal was painless, rate came in lower.",Yes
TP-1080,2026-04-07,Gareth from Selworthy Motors (UK),3,Refreshing energy supplier,Our broker recommended tem and it has been solid.,Yes
TP-1227,2025-09-02,Nadia Foxglove,4,Refreshing energy supplier,Had a billing dispute that dragged on for weeks.,No
TP-1303,2026-07-03,Rhys from Denholm Upholstery,5,Great for our sites,Switched our sites and the savings matched the quote.,No
TP-910,2025-08-20,Tom,5,Brilliant onboarding,Had a billing dispute that dragged on for weeks.,No
TP-1000,2025-02-26,Stefan Dunmore,4,Refreshing energy supplier,Support took days to reply.,No
TP-1139,2025-12-25,Grace,4,Genuinely cheaper,Support took days to reply.,No
TP-1260,2025-08-11,James,2,Transparent pricing,Support took days to reply.,No
TP-935,2026-03-02,Noel from Pemberley Upholstery Holdings,4,Billing woes,Switched our sites and the savings matched the quote.,No
TP-866,2026-03-29,Nadia from Fernhill Cinemas,4,Billing woes,Support took days to reply.,No
TP-934,2026-04-18,Craig from Lowther Motors,4,Transparent pricing,Quote was cheaper than the incumbent by some way.,No
TP-895,2025-06-19,Anita Silverbeck,4,Great for our sites,Left after our contract ended - renewal offer was late.,Yes
TP-831,2026-03-10,James,4,Refreshing energy supplier,Our broker recommended tem and it has been solid.,No
