quote_id,mpan,quote_rate_p_per_kwh,generated_at,valid_until,status,notes
Q-71665,19 1834 1739 531,32.27,2026-08-29,14/09/2026,Priced,
Q-71666,7530518011084,23.87,2026-08-26,07/09/2026,Priced,
Q-71667,0332176658159,31.45,2026-08-27,06/09/2026,Priced,
Q-71668,9714-3401-55617,29.33,2026-08-26,14/09/2026,Priced,
Q-71669,8969114718570,19.91,2026-08-29,12/09/2026,Priced,
Q-71670,5414832072104,29.21,2026-08-31,2026-09-11,Priced,
Q-71671,8479-5140-71890,31.33,2026-09-01,07/09/2026,Priced,
Q-71672,2598-0838-24139,26.67,2026-08-26,09/09/2026,Priced,
Q-71673,10 3484 2047 361,25.04,2026-08-30,2026-09-11,Priced,
Q-71674,87 2318 6890 666,25.34,2026-08-27,14/09/2026,Priced,
Q-71675,54 2862 6878 219,30.68,2026-08-27,14/09/2026,Priced,
Q-71676,1849241200025,26.06,2026-08-31,2026-09-10,Priced,
Q-71677,9066-3406-97154,23.01,2026-08-27,10/09/2026,Priced,
Q-71678,59 8532 1043 486,16.38,2026-08-31,2026-09-05,Priced,
Q-71679,4338458579352,18.53,2026-08-27,2026-09-11,Priced,
Q-71680,2215266007315,,2026-08-31,2026-09-05,Errored,Timeout fetching consumption data
Q-71681,8958855142041,22.66,2026-08-30,2026-09-13,Priced,
Q-71682,3688711724169,26.89,2026-08-29,14/09/2026,Priced,
Q-71683,7928049225561,20.68,2026-08-31,2026-09-14,Priced,
Q-71684,6164510486964,30.96,2026-08-27,2026-09-10,Priced,
Q-71685,9984410635139,,2026-08-29,04/09/2026,Errored,Pricing engine returned no rate
Q-71686,0913814992317,29.7,2026-08-26,2026-09-09,Priced,
Q-71687,0135-4846-09943,23.32,2026-08-27,08/09/2026,Priced,
Q-71688,1131-8760-93734,22.18,2026-08-28,07/09/2026,Priced,
Q-71689,6374253700131,16.57,2026-08-29,05/09/2026,Priced,
Q-71690,2948-8651-31331,22.43,2026-09-01,2026-09-13,Priced,
Q-71691,3695117230896,23.01,2026-08-31,2026-09-04,Priced,
Q-71692,9618454360987,26.01,2026-08-27,09/09/2026,Priced,
Q-71693,3806-3676-39341,29.92,2026-08-29,2026-09-04,Priced,
Q-71694,79 7104 9293 534,21.31,2026-08-26,2026-09-04,Priced,
Q-71695,9960057938045,23.05,2026-08-30,2026-09-14,Priced,
Q-71696,3276636374614,23.62,2026-08-29,04/09/2026,Priced,
Q-71697,0752185502560,32.49,2026-08-29,13/09/2026,Priced,
Q-71698,5411-2348-52246,19.37,2026-08-29,05/09/2026,Priced,
Q-71699,5975913554035,21.17,2026-08-29,04/09/2026,Priced,
Q-71700,84 2374 0111 838,27.78,2026-08-26,08/09/2026,Priced,
Q-71701,8192549832418,22.63,2026-08-31,14/09/2026,Priced,
Q-71702,9279-1427-09180,22.57,2026-08-29,2026-09-10,Priced,
Q-71703,5229074237029,20.31,2026-08-28,2026-09-12,Priced,
Q-71704,88 1426 5204 465,34.58,2026-08-27,14/09/2026,Priced,
Q-71705,0839-2984-10360,21.08,2026-09-01,05/09/2026,Priced,
Q-71706,3844-5344-38340,30.97,2026-08-30,11/09/2026,Priced,
Q-71707,7902004083476,25.05,2026-08-29,2026-09-14,Priced,
Q-71708,5923176146336,23.43,2026-09-01,2026-09-10,Priced,
Q-71709,82 1186 6597 837,28.87,2026-08-26,08/09/2026,Priced,
Q-71710,1479-3516-44727,16.42,2026-08-27,2026-09-15,Priced,
Q-71711,12 1900 7742 690,17.83,2026-08-28,2026-09-05,Priced,
Q-71712,7016932520184,20.62,2026-08-28,2026-09-08,Priced,
Q-71713,9121504475143,16.53,2026-08-27,2026-09-14,Priced,
Q-71714,66 2786 7045 694,23.32,2026-08-27,15/09/2026,Priced,
Q-71715,34 5122 5254 574,25.68,2026-08-29,2026-09-08,Priced,
Q-71716,0463-0413-11481,18.05,2026-08-26,15/09/2026,Priced,
Q-71717,4747-4495-14196,22.02,2026-08-28,2026-09-11,Priced,
Q-71718,8193-1734-23511,18.11,2026-08-26,15/09/2026,Priced,
Q-71719,49 9420 8627 912,26.79,2026-08-28,2026-09-12,Priced,
Q-71720,8222037178964,21.53,2026-08-27,2026-09-10,Priced,
Q-71721,80 7772 5749 336,26.23,2026-08-28,09/09/2026,Priced,
Q-71722,5188973826616,24.87,2026-09-01,2026-09-06,Priced,
Q-71723,6271071802332,16.94,2026-08-28,04/09/2026,Priced,
Q-71724,4919861221801,31.23,2026-08-27,2026-09-07,Priced,
Q-71725,86 5700 1277 131,25.26,2026-09-01,09/09/2026,Priced,
Q-71726,0183-0684-91865,23.98,2026-08-28,07/09/2026,Priced,
Q-71727,1314698127301,21.95,2026-08-27,2026-09-11,Priced,
Q-71728,2430181443492,19.12,2026-08-29,2026-09-08,Priced,
Q-71729,59 6652 1990 489,28.12,2026-09-01,2026-09-13,Priced,
Q-71730,9103563103862,23.94,2026-08-30,2026-09-08,Priced,
Q-71731,5398-1947-54914,27.24,2026-08-27,13/09/2026,Priced,
Q-71732,7064774717764,20.11,2026-08-30,14/09/2026,Priced,
Q-71733,65 4536 5563 949,25.52,2026-08-28,15/09/2026,Priced,
Q-71734,1918881162967,25.16,2026-08-31,2026-09-06,Priced,
Q-71735,0818797036664,22.88,2026-08-27,04/09/2026,Priced,
Q-71736,5073-8797-18079,25.18,2026-08-29,04/09/2026,Priced,
Q-71737,5769869530080,21.99,2026-08-31,15/09/2026,Priced,
Q-71738,1347148508250,19.75,2026-08-28,2026-09-10,Priced,
Q-71739,9960880119915,21.86,2026-08-29,2026-09-04,Priced,
Q-71740,26 3861 9743 812,31.27,2026-08-29,11/09/2026,Priced,
Q-71741,3869518769918,23.54,2026-08-31,14/09/2026,Priced,
Q-71742,84 8243 3485 736,23.15,2026-08-26,13/09/2026,Priced,
Q-71743,41 5052 0814 764,21.6,2026-08-28,15/09/2026,Priced,
Q-71744,77 4621 5327 005,20.81,2026-08-31,15/09/2026,Priced,
Q-71745,9097420672327,22.65,2026-09-01,07/09/2026,Priced,
Q-71746,5152247159937,29.04,2026-08-28,2026-09-09,Priced,
Q-71747,6391-2128-57856,22.72,2026-08-27,06/09/2026,Priced,
Q-71748,85 7109 7489 274,16.67,2026-08-27,2026-09-10,Priced,
Q-71749,7367402756531,26.08,2026-08-26,2026-09-04,Priced,
Q-71750,2748466403333,22.0,2026-08-28,14/09/2026,Priced,
Q-71751,9015135335433,23.24,2026-08-30,2026-09-12,Priced,
Q-71752,3325083640670,23.04,2026-08-31,2026-09-09,Priced,
Q-71753,8828-7007-21551,25.7,2026-08-31,07/09/2026,Priced,
Q-71754,8084414370883,,2026-08-26,15/09/2026,Errored,Timeout fetching consumption data
Q-71755,8961078020326,21.25,2026-09-01,2026-09-07,Priced,
Q-71756,2971-2822-43349,20.47,2026-08-27,10/09/2026,Priced,
Q-71757,4456279777281,22.88,2026-08-31,2026-09-04,Priced,
Q-71758,2286-4658-28346,26.61,2026-08-30,07/09/2026,Priced,
Q-71759,38 6802 3689 940,32.27,2026-08-28,2026-09-14,Priced,
Q-71760,9308578604295,26.05,2026-08-26,2026-09-05,Priced,
Q-71761,2146-6427-56837,22.86,2026-08-30,2026-09-04,Priced,
Q-71762,70 5688 7034 435,21.18,2026-08-29,12/09/2026,Priced,
Q-71763,2554483133491,30.38,2026-09-01,2026-09-12,Priced,
Q-71764,96 1761 8868 479,21.64,2026-08-26,12/09/2026,Priced,
Q-71765,8072-1108-76663,31.31,2026-08-27,11/09/2026,Priced,
Q-71766,0843-3875-51155,19.08,2026-08-31,2026-09-13,Priced,
Q-71767,9431-8687-39524,25.17,2026-09-01,2026-09-13,Priced,
Q-71768,1079-3036-69942,27.58,2026-09-01,2026-09-10,Priced,
Q-71769,05 6297 8887 614,32.98,2026-08-26,05/09/2026,Priced,
Q-71770,6354520749857,,2026-08-30,04/09/2026,Errored,Pricing engine returned no rate
Q-71771,92 0969 6904 745,24.38,2026-09-01,2026-09-14,Priced,
Q-71772,0925488067606,25.61,2026-08-28,04/09/2026,Priced,
Q-71773,9305-2303-09487,31.18,2026-08-30,2026-09-08,Priced,
Q-71774,7972-7365-24850,28.54,2026-08-29,09/09/2026,Priced,
Q-71775,3981909714762,29.55,2026-08-31,2026-09-10,Priced,
Q-71776,63 4708 4983 745,19.33,2026-08-29,2026-09-11,Priced,
Q-71777,50 7563 1012 682,26.98,2026-08-26,07/09/2026,Priced,
Q-71778,5588533001972,20.14,2026-09-01,2026-09-13,Priced,
Q-71779,23 0086 5460 326,28.02,2026-08-28,11/09/2026,Priced,
Q-71780,44 7364 8200 972,19.12,2026-08-31,05/09/2026,Priced,
Q-71781,5911871946757,27.19,2026-08-27,2026-09-07,Priced,
Q-71782,1356153186014,29.41,2026-08-31,11/09/2026,Priced,
Q-71783,28 3482 2612 232,25.85,2026-09-01,2026-09-06,Priced,
Q-71784,25 8318 4497 579,31.09,2026-08-28,11/09/2026,Priced,
Q-71785,7147919311086,20.04,2026-08-26,2026-09-09,Priced,
Q-71786,9648655626352,28.45,2026-08-29,2026-09-06,Priced,
Q-71787,4872-2596-63891,20.45,2026-08-27,12/09/2026,Priced,
Q-71788,56 7226 8201 403,30.25,2026-09-01,13/09/2026,Priced,
Q-71789,82 0692 4460 905,25.11,2026-08-26,2026-09-12,Priced,
Q-71790,49 6208 1262 556,32.81,2026-08-30,2026-09-04,Priced,
Q-71791,0044-3419-38967,27.09,2026-08-30,05/09/2026,Priced,
Q-71792,00 2326 4649 065,28.34,2026-08-27,2026-09-06,Priced,
Q-71793,95 7748 1114 616,25.1,2026-08-29,2026-09-07,Priced,
Q-71794,4043-6635-41354,20.72,2026-08-28,2026-09-06,Priced,
Q-71795,6588339441436,19.68,2026-08-30,2026-09-14,Priced,
Q-71796,66 4944 8872 070,23.75,2026-08-27,2026-09-07,Priced,
Q-71797,6269-6482-88552,20.47,2026-08-30,08/09/2026,Priced,
Q-71798,93 8047 5843 882,22.36,2026-08-27,11/09/2026,Priced,
Q-71799,7400-0315-18178,27.28,2026-08-28,09/09/2026,Priced,
Q-71800,7175-0888-56630,,2026-08-26,2026-09-10,Errored,Pricing engine returned no rate
Q-71801,4339668665947,25.81,2026-08-28,12/09/2026,Priced,
Q-71802,43 2794 5185 875,17.14,2026-08-31,04/09/2026,Priced,
Q-71803,6445883236296,16.25,2026-08-28,2026-09-08,Priced,
Q-71804,6989-0678-92828,28.1,2026-08-29,06/09/2026,Priced,
Q-71805,6824-7064-77310,18.44,2026-08-31,13/09/2026,Priced,
Q-71806,7087-6708-84336,24.26,2026-08-26,2026-09-13,Priced,
Q-71807,8522-2106-25128,35.19,2026-08-29,2026-09-15,Priced,
Q-71808,8780-0923-88405,24.53,2026-08-26,2026-09-13,Priced,
Q-71809,23 0394 0553 266,24.39,2026-09-01,06/09/2026,Priced,
Q-71810,37 9517 7990 971,30.75,2026-08-26,09/09/2026,Priced,
Q-71811,1123-1828-37818,27.53,2026-08-27,08/09/2026,Priced,
Q-71812,9556-1551-23368,27.54,2026-08-29,15/09/2026,Priced,
Q-71813,1972-3098-13060,21.08,2026-08-26,2026-09-14,Priced,
Q-71814,57 8021 5844 147,20.8,2026-09-01,12/09/2026,Priced,
Q-71815,5693840151528,27.99,2026-08-26,2026-09-05,Priced,
Q-71816,5235271968627,31.44,2026-09-01,07/09/2026,Priced,
Q-71817,67 2678 9568 600,27.55,2026-08-30,12/09/2026,Priced,
Q-71818,8520-3976-10566,22.57,2026-08-30,2026-09-15,Priced,
Q-71819,5908224564965,23.64,2026-08-31,05/09/2026,Priced,
Q-71820,6123605436981,18.48,2026-08-29,12/09/2026,Priced,
Q-71821,7376-2177-27357,25.55,2026-09-01,10/09/2026,Priced,
Q-71822,5799-6420-72638,17.81,2026-08-27,11/09/2026,Priced,
Q-71823,8144882873579,24.07,2026-08-30,10/09/2026,Priced,
Q-71824,5900779275582,22.36,2026-08-31,07/09/2026,Priced,
Q-71825,9211104095996,17.41,2026-08-30,05/09/2026,Priced,
Q-71826,44 4031 6698 020,19.26,2026-08-27,2026-09-05,Priced,
Q-71827,1707848149075,22.6,2026-08-28,2026-09-06,Priced,
Q-71828,8337-0525-72539,27.86,2026-08-27,15/09/2026,Priced,
Q-71829,1211512298365,27.15,2026-08-30,06/09/2026,Priced,
Q-71830,14 7554 9789 988,17.98,2026-08-29,2026-09-07,Priced,
Q-71831,3688057969620,21.75,2026-08-31,2026-09-12,Priced,
Q-71832,1944920256402,28.35,2026-08-30,04/09/2026,Priced,
Q-71833,2006-1875-42172,18.97,2026-08-26,15/09/2026,Priced,
Q-71834,5447939710633,22.53,2026-08-27,07/09/2026,Priced,
Q-71835,16 2187 4452 742,22.9,2026-08-26,15/09/2026,Priced,
Q-71836,8487637429050,20.73,2026-08-27,2026-09-10,Priced,
Q-71837,3200-6558-45688,23.43,2026-08-31,2026-09-09,Priced,
Q-71838,8230-2335-15870,31.99,2026-08-29,10/09/2026,Priced,
Q-71839,0299287307234,34.58,2026-08-26,07/09/2026,Priced,
Q-71840,2586144321429,25.2,2026-08-30,05/09/2026,Priced,
Q-71841,7814108715239,17.41,2026-08-27,05/09/2026,Priced,
Q-71842,84 3079 3355 738,23.41,2026-09-01,10/09/2026,Priced,
Q-71843,32 6098 8347 902,23.58,2026-08-28,2026-09-12,Priced,
Q-71844,2816-6797-72336,32.87,2026-08-31,2026-09-12,Priced,
Q-71845,6664222718974,23.0,2026-08-28,05/09/2026,Priced,
Q-71846,1080-3305-70077,18.58,2026-08-28,05/09/2026,Priced,
Q-71847,34 5043 5318 760,23.8,2026-08-27,04/09/2026,Priced,
Q-71848,24 8748 3281 953,17.37,2026-08-29,07/09/2026,Priced,
Q-71849,02 6780 1663 608,25.42,2026-08-30,11/09/2026,Priced,
Q-71850,77 4297 8886 217,22.56,2026-08-27,13/09/2026,Priced,
Q-71851,2804325262092,20.92,2026-08-27,14/09/2026,Priced,
Q-71852,9274-5248-91395,27.43,2026-08-28,15/09/2026,Priced,
Q-71853,7371-5640-75475,24.56,2026-08-26,2026-09-09,Priced,
Q-71854,88 1146 3517 565,18.89,2026-08-26,15/09/2026,Priced,
Q-71855,3757044293642,27.12,2026-08-28,2026-09-12,Priced,
Q-71856,19 0276 9996 232,18.49,2026-09-01,2026-09-07,Priced,
Q-71857,3327250644144,29.16,2026-08-26,2026-09-06,Priced,
Q-71858,33 7216 9344 629,28.5,2026-08-30,2026-09-12,Priced,
Q-71859,56 6301 5069 899,22.94,2026-08-27,2026-09-13,Priced,
Q-71860,43 6600 3870 052,22.91,2026-08-28,2026-09-06,Priced,
Q-71861,4244343870983,31.13,2026-08-30,2026-09-14,Priced,
Q-71862,5458216901730,26.36,2026-08-30,2026-09-12,Priced,
Q-71863,7222245159218,32.53,2026-08-31,10/09/2026,Priced,
Q-71864,7359-9465-82400,27.64,2026-08-31,2026-09-04,Priced,
Q-71865,5255-7448-66051,19.76,2026-08-30,2026-09-08,Priced,
Q-71866,6899564977861,,2026-08-28,05/09/2026,Errored,Timeout fetching consumption data
Q-71867,70 8916 9587 159,29.57,2026-08-30,08/09/2026,Priced,
Q-71868,09 6056 5987 537,29.88,2026-09-01,2026-09-06,Priced,
Q-71869,1027-6922-99341,31.11,2026-08-27,2026-09-05,Priced,
Q-71870,60 0215 2895 777,23.18,2026-08-30,12/09/2026,Priced,
Q-71871,7335-6068-06035,,2026-08-26,2026-09-06,Errored,Timeout fetching consumption data
Q-71872,1443540677814,19.56,2026-08-31,06/09/2026,Priced,
Q-71873,3693066543352,27.03,2026-08-30,10/09/2026,Priced,
Q-71874,2352132349437,28.95,2026-08-26,2026-09-14,Priced,
Q-71875,73 6263 2809 136,27.5,2026-08-26,12/09/2026,Priced,
Q-71876,4730738700040,27.28,2026-08-31,2026-09-10,Priced,
Q-71877,3597-5997-50353,22.39,2026-08-27,2026-09-04,Priced,
Q-71878,09 0271 1057 446,27.1,2026-08-27,05/09/2026,Priced,
Q-71879,3938-6241-11178,20.73,2026-08-26,2026-09-07,Priced,
Q-71880,23 7175 1772 636,25.48,2026-08-27,2026-09-14,Priced,
Q-71881,69 5942 4877 426,20.55,2026-09-01,09/09/2026,Priced,
Q-71882,4996-3832-10743,22.54,2026-08-28,2026-09-08,Priced,
Q-71883,8225042757474,23.67,2026-08-31,2026-09-04,Priced,
Q-71884,5330261817009,16.84,2026-09-01,2026-09-11,Priced,
Q-71885,5504849586373,16.02,2026-08-26,12/09/2026,Priced,
Q-71886,0757-6160-61026,17.81,2026-08-27,2026-09-11,Priced,
Q-71887,5379717601912,23.67,2026-08-31,10/09/2026,Priced,
Q-71888,09 3713 3552 078,26.15,2026-08-29,2026-09-12,Priced,
Q-71889,5808-6772-85160,30.6,2026-08-28,13/09/2026,Priced,
Q-71890,9033873723811,20.41,2026-08-31,07/09/2026,Priced,
Q-71891,0098904370742,18.97,2026-08-30,13/09/2026,Priced,
Q-71892,4729-5839-56174,21.41,2026-08-29,2026-09-09,Priced,
Q-71893,1033960297803,21.46,2026-08-31,09/09/2026,Priced,
Q-71894,4422920583708,,2026-09-01,2026-09-04,Errored,Timeout fetching consumption data
Q-71895,5040767934435,22.32,2026-08-30,06/09/2026,Priced,
Q-71896,7557150960460,21.19,2026-08-28,05/09/2026,Priced,
Q-71897,26 1509 8655 675,33.01,2026-09-01,08/09/2026,Priced,
Q-71898,3982-6550-91425,18.71,2026-09-01,12/09/2026,Priced,
Q-71899,6086-9388-55867,23.51,2026-08-30,2026-09-08,Priced,
Q-71900,83 3456 0401 728,27.29,2026-08-28,05/09/2026,Priced,
Q-71901,8943-5871-78286,25.56,2026-08-28,2026-09-10,Priced,
Q-71902,58 0638 0588 566,29.54,2026-08-29,2026-09-11,Priced,
Q-71903,9798087554850,18.05,2026-08-30,2026-09-09,Priced,
Q-71904,9316-4159-53384,27.12,2026-09-01,2026-09-10,Priced,
Q-71905,06 9969 9196 414,27.14,2026-08-30,11/09/2026,Priced,
Q-71906,8215856326345,19.37,2026-08-27,07/09/2026,Priced,
Q-71907,09 0405 2062 665,22.73,2026-08-29,05/09/2026,Priced,
Q-71908,2659-1283-93208,26.22,2026-08-31,14/09/2026,Priced,
Q-71909,2019416476372,26.61,2026-08-28,09/09/2026,Priced,
Q-71910,7474417845423,19.8,2026-08-30,2026-09-15,Priced,
Q-71911,4540299299975,,2026-09-01,08/09/2026,Errored,Timeout fetching consumption data
Q-71912,07 6329 0021 736,28.91,2026-09-01,05/09/2026,Priced,
Q-71913,0337-0069-37602,19.26,2026-08-27,09/09/2026,Priced,
Q-71914,78 0205 8874 419,17.85,2026-09-01,12/09/2026,Priced,
Q-71915,28 9752 9389 283,22.53,2026-08-28,14/09/2026,Priced,
Q-71916,7543458309293,18.73,2026-08-28,2026-09-11,Priced,
Q-71917,7405-8392-34882,24.1,2026-09-01,15/09/2026,Priced,
Q-71918,8683-9322-15396,34.02,2026-08-31,09/09/2026,Priced,
Q-71919,4664-6693-75590,31.11,2026-08-27,07/09/2026,Priced,
Q-71920,6725-6571-16519,23.8,2026-08-28,12/09/2026,Priced,
Q-71921,3534339954205,19.99,2026-08-31,05/09/2026,Priced,
Q-71922,6961832027242,18.71,2026-08-28,2026-09-07,Priced,
Q-71923,85 7718 7989 395,30.07,2026-08-29,11/09/2026,Priced,
Q-71924,8551-3215-12348,26.49,2026-08-31,2026-09-13,Priced,
Q-71925,9534-4097-75988,24.82,2026-08-27,2026-09-06,Priced,
Q-71926,8860984912765,22.76,2026-08-30,06/09/2026,Priced,
Q-71927,3547603013970,31.54,2026-08-30,2026-09-15,Priced,
Q-71928,01 1621 1261 322,21.0,2026-08-29,13/09/2026,Priced,
Q-71929,7871692062106,25.22,2026-08-29,2026-09-06,Priced,
Q-71930,9895791672989,23.28,2026-08-30,2026-09-04,Priced,
Q-71931,05 1116 7833 342,24.1,2026-08-27,2026-09-04,Priced,
Q-71932,06 1229 1637 686,26.61,2026-08-27,2026-09-04,Priced,
Q-71933,9492061943427,28.15,2026-08-27,2026-09-11,Priced,
Q-71934,6862878242075,34.37,2026-08-28,2026-09-04,Priced,
Q-71935,1994423928728,25.89,2026-08-29,2026-09-12,Priced,
Q-71936,16 6481 8257 016,25.88,2026-08-27,2026-09-07,Priced,
Q-71937,9189364595930,19.78,2026-09-01,05/09/2026,Priced,
Q-71938,5824003220193,16.11,2026-08-31,2026-09-04,Priced,
Q-71939,4958924300717,16.06,2026-08-27,15/09/2026,Priced,
Q-71940,2869-8503-25839,22.79,2026-08-27,05/09/2026,Priced,
Q-71941,8068-7779-17473,20.61,2026-08-29,14/09/2026,Priced,
Q-71942,3733-5142-34775,32.13,2026-08-26,2026-09-11,Priced,
Q-71943,5481222779138,30.82,2026-08-30,15/09/2026,Priced,
Q-71944,0903750378603,32.33,2026-08-27,2026-09-11,Priced,
Q-71945,83 4792 0011 834,22.47,2026-08-31,12/09/2026,Priced,
Q-71946,1968526250275,25.13,2026-08-26,14/09/2026,Priced,
Q-71947,0252-4835-11303,18.99,2026-08-30,2026-09-08,Priced,
Q-71948,47 3656 7428 348,22.68,2026-08-30,12/09/2026,Priced,
Q-71949,1267259469902,17.65,2026-08-30,06/09/2026,Priced,
Q-71950,2144544061264,24.08,2026-08-26,12/09/2026,Priced,
Q-71951,9934-5872-28481,29.86,2026-08-28,04/09/2026,Priced,
Q-71952,6220231559256,18.48,2026-08-31,12/09/2026,Priced,
Q-71953,67 1819 8256 118,,2026-08-29,2026-09-08,Errored,Pricing engine returned no rate
Q-71954,4493576806562,20.17,2026-08-29,11/09/2026,Priced,
Q-71955,6952-3151-57449,22.8,2026-08-26,2026-09-06,Priced,
Q-71956,15 3900 9439 463,26.76,2026-08-26,13/09/2026,Priced,
Q-71957,0046533138109,29.06,2026-08-26,05/09/2026,Priced,
Q-71958,6646-7132-73308,25.27,2026-08-26,2026-09-10,Priced,
Q-71959,1382-7806-37774,16.76,2026-08-31,08/09/2026,Priced,
Q-71960,9281-7707-23017,27.45,2026-08-29,07/09/2026,Priced,
Q-71961,10 5017 2910 446,17.68,2026-08-27,2026-09-14,Priced,
Q-71962,0064-2474-68826,18.3,2026-08-28,14/09/2026,Priced,
Q-71963,4619472104042,16.29,2026-08-28,09/09/2026,Priced,
Q-71964,4451-6405-84877,25.11,2026-08-26,05/09/2026,Priced,
Q-71965,6148796145212,29.64,2026-08-27,04/09/2026,Priced,
Q-71966,8853816289428,23.42,2026-08-27,2026-09-08,Priced,
Q-71967,3590-0729-00349,18.09,2026-08-31,2026-09-04,Priced,
Q-71968,0562-6566-75468,,2026-08-26,13/09/2026,Errored,Timeout fetching consumption data
Q-71969,5100929281442,20.45,2026-08-26,2026-09-14,Priced,
Q-71970,9828027085002,22.29,2026-09-01,2026-09-05,Priced,
Q-71971,3516-8604-71165,29.78,2026-08-31,2026-09-09,Priced,
Q-71972,5359235128936,25.94,2026-08-26,10/09/2026,Priced,
Q-71973,3642066170789,23.27,2026-09-01,04/09/2026,Priced,
Q-71974,0636033037913,20.35,2026-08-28,2026-09-07,Priced,
Q-71975,3492337113747,24.14,2026-08-28,07/09/2026,Priced,
Q-71976,85 6211 9479 524,25.5,2026-08-29,12/09/2026,Priced,
Q-71977,6315109459350,21.22,2026-08-28,2026-09-06,Priced,
Q-71978,0210-7807-77954,24.14,2026-08-26,2026-09-12,Priced,
Q-71979,90 7107 1609 829,,2026-08-31,2026-09-08,Errored,Timeout fetching consumption data
Q-71980,7788-0149-53012,34.07,2026-08-31,2026-09-12,Priced,
Q-71981,60 9262 4947 870,19.29,2026-08-28,2026-09-15,Priced,
Q-71982,4042-0260-98937,28.48,2026-08-27,2026-09-11,Priced,
Q-71983,6696020851774,26.14,2026-08-27,05/09/2026,Priced,
Q-71984,8435957526714,,2026-08-31,2026-09-12,Errored,Timeout fetching consumption data
Q-71985,0047-6721-17162,18.62,2026-08-30,2026-09-14,Priced,
Q-71986,2523-5812-30484,23.2,2026-08-30,2026-09-06,Priced,
Q-71987,8808-7482-78893,20.68,2026-09-01,2026-09-04,Priced,
Q-71988,27 4778 6677 433,23.87,2026-09-01,09/09/2026,Priced,
Q-71989,8605-9173-36082,21.32,2026-08-29,2026-09-15,Priced,
Q-71990,41 2282 7818 569,21.14,2026-08-27,07/09/2026,Priced,
Q-71991,31 6696 9975 760,17.83,2026-08-27,2026-09-11,Priced,
Q-71992,29 7114 6999 861,32.11,2026-08-30,12/09/2026,Priced,
Q-71993,79 2107 0323 494,18.83,2026-08-26,10/09/2026,Priced,
Q-71994,3394400458580,30.57,2026-08-26,2026-09-11,Priced,
Q-71995,6840-2779-74030,18.52,2026-08-27,2026-09-10,Priced,
Q-71996,50 2108 7200 501,30.54,2026-08-31,2026-09-09,Priced,
Q-71997,8991815755241,27.45,2026-08-26,2026-09-14,Priced,
Q-71998,38 4406 2184 077,26.14,2026-08-31,11/09/2026,Priced,
Q-71999,6242782235194,25.02,2026-08-29,11/09/2026,Priced,
Q-72000,8756360663621,14.8,2026-08-28,07/09/2026,Priced,
Q-72001,8203831477753,27.75,2026-09-01,2026-09-13,Priced,
Q-72002,2719657771529,28.83,2026-08-26,11/09/2026,Priced,
Q-72003,7192-5060-49562,17.32,2026-08-27,2026-09-04,Priced,
Q-72004,03 0036 9395 493,19.3,2026-08-26,12/09/2026,Priced,
Q-72005,1181838826323,22.34,2026-08-30,04/09/2026,Priced,
Q-72006,5072168068944,28.18,2026-08-30,2026-09-15,Priced,
Q-72007,6069180715243,17.53,2026-08-26,2026-09-07,Priced,
Q-72008,7437848875535,27.83,2026-08-29,14/09/2026,Priced,
Q-72009,21 0899 7851 690,,2026-08-26,15/09/2026,Errored,Pricing engine returned no rate
Q-72010,1351188479828,17.73,2026-08-26,15/09/2026,Priced,
Q-72011,4451-5906-00695,33.2,2026-09-01,2026-09-07,Priced,
Q-72012,1848828119162,31.25,2026-09-01,11/09/2026,Priced,
Q-72013,6195-3547-25650,21.96,2026-08-29,2026-09-12,Priced,
Q-72014,75 0942 5336 907,26.05,2026-08-30,09/09/2026,Priced,
Q-72015,5221-7968-61349,21.68,2026-08-27,05/09/2026,Priced,
Q-72016,5687330763539,21.98,2026-08-29,2026-09-13,Priced,
Q-72017,5013274043613,20.36,2026-08-28,07/09/2026,Priced,
Q-72018,2834779252720,24.36,2026-08-29,05/09/2026,Priced,
Q-72019,44 8744 1504 543,24.4,2026-08-26,2026-09-09,Priced,
Q-72020,32 9663 1940 514,23.19,2026-08-31,2026-09-12,Priced,
Q-72021,1782-6992-76816,19.54,2026-08-27,13/09/2026,Priced,
Q-72022,5282-5134-83307,21.45,2026-08-28,05/09/2026,Priced,
Q-72023,0447-6479-39451,17.98,2026-08-28,08/09/2026,Priced,
Q-72024,16 9168 1130 374,,2026-08-27,2026-09-06,Errored,Pricing engine returned no rate
Q-72025,9022-0943-09005,19.76,2026-08-26,08/09/2026,Priced,
Q-72026,9651-1259-11168,25.41,2026-08-30,07/09/2026,Priced,
Q-72027,5582-5924-53634,20.3,2026-08-29,2026-09-07,Priced,
Q-72028,6336-0398-88944,19.18,2026-08-27,10/09/2026,Priced,
Q-72029,08 8739 6097 208,28.6,2026-08-31,15/09/2026,Priced,
Q-72030,0546603857944,21.03,2026-08-31,13/09/2026,Priced,
Q-72031,9012-6439-76528,24.64,2026-08-29,09/09/2026,Priced,
Q-72032,4258908952531,31.52,2026-08-31,14/09/2026,Priced,
Q-72033,0964308001345,32.85,2026-09-01,07/09/2026,Priced,
Q-72034,5156762130481,17.64,2026-08-27,15/09/2026,Priced,
Q-72035,02 6670 9102 821,,2026-08-27,07/09/2026,Errored,Pricing engine returned no rate
Q-72036,8840228257091,27.1,2026-08-28,09/09/2026,Priced,
Q-72037,2777-2242-10537,19.35,2026-09-01,2026-09-04,Priced,
