entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-108321,29/03/2026,Gareth Hansen,Rosedale Joinery Limited,Email,Site added to account,,22/04/2026
CRM-125104,11/02/2025,Jack Sharpe,Kestrel Joinery Limited,Meeting,Chased signature,Send quote,
CRM-140757,26/08/2025,Anita Mercer,Whitethorn Farm Foods & Sons,Call,Asked when renewal pricing lands,,
CRM-101558,04/07/2025,Iona Mercer,Elmwood Aquatics Group,Task,Chased signature,,
CRM-134224,13/11/2025,Aisha Sharpe,,Call,Intro call booked,,
CRM-112135,2024-03-20,James Jennings,,Note,Sent brochure,,
CRM-141812,27/04/2025,Amber Doyle,TEM-32426-F,Call,Intro call booked,Escalate to AM,
CRM-124838,27/11/2025,Iona Mercer,TEM-90752-C,Meeting,"No answer, try next week",,
CRM-111810,10/05/2024,Grace Nairn,Jespersen Marine Partners,Note,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-107370,29/10/2025,James Brooke,CUS-10334,Email,,,
CRM-148766,30/06/2026,Amber Doyle,Riverbank Foundry Holdings,Meeting,Reviewing a competitor quote from incumbent,,25/07/2026
CRM-129603,07/11/2024,Jack Sharpe,TEM-17853-F,Meeting,Intro call booked,,2024-12-04
CRM-109351,03/06/2025,Rhys Doyle,CUS-10416,Call,Sent brochure,Escalate to AM,20/06/2025
CRM-147165,08/05/2026,Iona Mercer,Quenington Offices Holdings,Task,Updated contact details,Book meeting,28/05/2026
CRM-127190,2026-04-14,James Jennings,CUS-11160,Email,Waiting on LOA,,
CRM-125566,09/07/2026,Amber Doyle,,Meeting,,,2026-07-11
CRM-102084,25/07/2025,Grace Nairn,CUS-10096,Note,Left voicemail,,
CRM-101441,2024-04-02,Anita Mercer,Riverbank Fabrications Partners,Call,Waiting on LOA,Send quote,
CRM-153464,2026-07-13,Jack Sharpe,CUS-12324,Task,Left voicemail,,
CRM-105111,2026-02-14,Grace Nairn,TEM-52908-G,Meeting,,,16/02/2026
CRM-117984,2024-04-17,Rhys Doyle,TEM-83972-F,Call,Sent brochure,Send quote,
CRM-112569,2024-08-15,Anita Mercer,CUS-10561,Email,,,
CRM-103917,10/08/2025,James Jennings,Ingleby Farm Foods Ltd,Email,Confirmed budget approved for next term,,
CRM-101702,2026-02-22,Nia Wren,CUS-10082,Note,,Book meeting,2026-02-26
CRM-108630,17/10/2025,,CUS-10401,Meeting,,Follow up,25/10/2025
CRM-133257,2024-05-19,Jack Sharpe,TEM-53534-E,Task,Asked when renewal pricing lands,,
CRM-111211,2025-03-11,Iona Mercer,CUS-10515,Task,Sent brochure,Escalate to AM,02/04/2025
CRM-119588,2026-05-07,,Cedar Veterinary Group,Call,Wants multi-site quote for renewal,,
CRM-117652,2025-03-24,Rhys Doyle,CUS-10733,Email,Reviewing a competitor quote from incumbent,,
CRM-108174,22/03/2024,Rhys Doyle,,Meeting,"No answer, try next week",,26/03/2024
CRM-130364,2025-03-24,James Jennings,,Task,Waiting on LOA,,
CRM-137436,30/10/2024,Grace Nairn,Elmwood Distillery (UK) Ltd,Email,Left voicemail,,
CRM-143736,2026-03-20,James Brooke,Larkspur Galvanising Partners,Call,Wants multi-site quote for renewal,,
CRM-123989,15/11/2024,James Brooke,CUS-11012,Call,,,13/12/2024
CRM-157162,2024-12-24,Grace Nairn,Kestrel Glassworks Limited Ltd,Call,,,2025-01-12
CRM-117859,21/06/2026,Rhys Doyle,,Email,Site added to account,,
CRM-117401,06/06/2025,Rhys Doyle,Thackery Marine Ltd,Note,Sent brochure,Send quote,
CRM-127973,2025-12-24,Nia Wren,TEM-13552-E,Call,Chased signature,Send quote,
CRM-104774,24/08/2026,James Jennings,Rosedale Recycling (UK) Ltd,Email,"Price sensitive, wants >10% saving to stay",Send quote,2026-09-22
CRM-134895,2025-09-13,Callum Rowntree,TEM-29046-B,Task,Sent brochure,,2025-09-17
CRM-137515,12/07/2024,Gareth Hansen,CUS-11652,Email,Waiting on LOA,,2024-08-06
CRM-133864,22/11/2025,Anita Mercer,TEM-87173-D,Call,"No answer, try next week",Send quote,27/11/2025
CRM-128595,2024-09-17,Nia Wren,CUS-11237,Call,Updated contact details,,
CRM-117679,16/06/2025,Gareth Hansen,,Meeting,Site added to account,Send quote,
CRM-157323,29/08/2026,James Jennings,TEM-15559-C,Meeting,Renewal call went well - decision maker engaged,,
CRM-108483,13/08/2024,Iona Mercer,CUS-10397,Call,"No answer, try next week",,24/08/2024
CRM-111952,17/09/2024,Kirsty Pryce,,Email,Updated contact details,,2024-09-25
CRM-105739,2024-11-26,Rhys Doyle,CUS-10262,Email,,,2024-12-14
CRM-154366,2024-04-30,Grace Nairn,,Call,"No answer, try next week",Escalate to AM,
CRM-140173,2025-11-09,Kirsty Pryce,CUS-11788,Email,Lost on price at renewal,Escalate to AM,
CRM-126140,2026-01-29,Aisha Sharpe,TEM-82283-C,Meeting,Sent brochure,,2026-02-04
CRM-129232,2025-08-09,,Ottershaw Dairy (UK) Ltd,Call,,,
CRM-145145,2025-07-15,Grace Nairn,TEM-46442-D,Email,,,
CRM-120703,2024-06-11,,CUS-10854,Note,Waiting on LOA,,2024-06-30
CRM-110389,25/11/2025,Gareth Hansen,TEM-14173-G,Meeting,Escalation raised - threatened to leave,,
CRM-148434,26/02/2026,Iona Mercer,CEDAR STUDIOS HOLDINGS,Email,Waiting on LOA,,
CRM-142500,30/07/2026,Rhys Doyle,Wrenfield Aggregates Partners,Note,,Book meeting,
CRM-120815,16/12/2025,Jack Sharpe,CUS-10861,Meeting,,,
CRM-134044,2025-07-07,Iona Mercer,TEM-61023-F,Task,,Book meeting,
CRM-130062,2024-05-13,Kirsty Pryce,Ironbridge Distillery & Sons,Email,Waiting on LOA,Book meeting,2024-06-02
CRM-130965,09/04/2024,Kirsty Osei,Ivybridge Leisure Limited,Call,,,06/05/2024
CRM-107505,11/07/2025,Amber Doyle,Farrier Motors (UK) Ltd,Email,Left voicemail,,
CRM-137344,2026-05-02,Nia Wren,CUS-11651,Email,,Escalate to AM,26/05/2026
CRM-102499,2025-11-25,,,Call,,,
CRM-146160,2024-04-04,Jack Sharpe,Wrenfield Aquatics Group,Email,Left voicemail,Book meeting,
CRM-118455,2025-11-25,Kirsty Osei,TEM-22926-G,Meeting,"No answer, try next week",Follow up,
CRM-155655,2026-06-06,,TEM-13632-A,Call,,,17/06/2026
CRM-109095,17/10/2025,Amber Doyle,CUS-10404,Call,Waiting on LOA,Book meeting,
CRM-148476,2026-06-22,James Jennings,TEM-50451-G,Note,,Send quote,
CRM-118702,2026-01-01,Iona Mercer,TEM-24822-A,Task,Updated contact details,Follow up,
CRM-132236,2026-02-02,Callum Rowntree,,Email,,,
CRM-122977,2025-05-24,,Fernhill Care Ltd,Meeting,,,
CRM-147870,2024-05-13,Nia Wren,,Meeting,"No answer, try next week",,
CRM-100902,02/09/2024,Gareth Hansen,Millpond Catering Ltd,Meeting,Left voicemail,,
CRM-153449,2026-01-27,,CUS-12323,Call,Updated contact details,,
CRM-120424,2025-07-30,Kirsty Pryce,LOWTHER LAUNDRY PARTNERS,Call,Chased signature,,
CRM-133507,2026-08-24,Gareth Hansen,,Call,Updated contact details,Book meeting,
CRM-116232,2024-06-24,Kirsty Osei,Millpond Breweries Group,Call,,Follow up,
CRM-147292,10/06/2025,Aisha Sharpe,,Email,,Send quote,
CRM-111947,2025-11-17,,TEM-30919-D,Email,Intro call booked,,
CRM-144583,2024-05-25,,TEM-10010-A,Meeting,"No answer, try next week",,
CRM-150512,2024-05-23,James Brooke,Cobalt Precision Limited,Email,Very happy with RED savings this year,,
CRM-140687,2025-12-30,Nia Wren,TEM-95466-G,Call,,,
CRM-133703,2026-07-25,Iona Mercer,CUS-11495,Task,Waiting on LOA,,2026-07-31
CRM-126297,2024-07-04,Jack Sharpe,TEM-86410-C,Call,Updated contact details,,
CRM-106086,2025-11-21,Grace Nairn,CUS-10277,Email,Renewal call went well - decision maker engaged,,
CRM-122490,08/03/2026,Gareth Hansen,TEM-22911-G,Note,Intro call booked,,
CRM-135478,11/01/2026,James Brooke,TEM-73360-F,Task,Wants multi-site quote for renewal,,
CRM-118704,24/12/2025,Kirsty Osei,Cobalt Laundry Limited,Call,Updated contact details,,
CRM-136688,06/05/2025,Rhys Doyle,Millpond Salvage,Email,,Follow up,
CRM-102399,2025-06-14,Nia Wren,,Email,Very happy with RED savings this year,,
CRM-102943,2026-08-16,Rhys Doyle,TEM-73744-E,Note,,,
CRM-126199,2026-02-23,Anita Mercer,CUS-11106,Task,Waiting on LOA,Escalate to AM,14/03/2026
CRM-143712,2025-11-19,James Jennings,CUS-11923,Call,,,25/11/2025
CRM-153424,13/06/2026,Grace Nairn,CUS-12321,Call,,,
CRM-122556,2026-02-16,Aisha Sharpe,,Task,Waiting on LOA,,28/02/2026
CRM-134266,2024-04-26,Amber Doyle,Bramble Chandlery & Sons,Email,Left voicemail,,02/05/2024
CRM-114414,21/06/2024,Nia Wren,Fernhill Cold Storage Holdings,Task,Updated contact details,Escalate to AM,2024-07-21
CRM-138453,13/08/2024,James Brooke,,Call,,,
CRM-105439,26/07/2024,Grace Nairn,TEM-69396-E,Call,,,
CRM-150187,2024-12-19,James Jennings,CUS-12186,Note,Intro call booked,,
CRM-123136,2025-12-26,,CUS-10961,Email,,,2026-01-12
CRM-111119,2025-07-03,Kirsty Osei,TEM-94892-B,Task,Updated contact details,,
CRM-110520,2025-07-04,Jack Sharpe,CUS-10472,Email,Site added to account,,28/07/2025
CRM-127406,12/01/2025,,TEM-58495-G,Email,,,
CRM-116879,2024-09-24,Gareth Hansen,Pemberley Foundry Ltd,Call,Updated contact details,Send quote,
CRM-110204,25/02/2026,Grace Nairn,Whitethorn Garden,Task,Renewal call went well - decision maker engaged,,
CRM-154349,2025-05-31,Jack Sharpe,CUS-12366,Meeting,Waiting on LOA,,
CRM-142480,2025-11-08,Iona Mercer,CUS-11872,Email,,Escalate to AM,30/11/2025
CRM-126568,10/07/2025,Grace Nairn,TEM-41385-A,Call,Updated contact details,,
CRM-125871,2024-06-01,,Yarrow Hotels Co,Call,Asked when renewal pricing lands,,
CRM-137516,17/08/2024,James Brooke,CUS-11652,Call,Waiting on LOA,,
CRM-139187,12/07/2024,Anita Mercer,Verity Veterinary (UK) Ltd,Note,,Send quote,
CRM-148065,2025-02-10,James Brooke,CUS-12088,Note,Broker moved book elsewhere,,
CRM-103314,2025-03-27,,Pennine Gym Limited,Call,"No answer, try next week",Send quote,
CRM-114856,30/01/2025,,Zephyr Robotics Limited,Note,Broker says customer gone quiet,Follow up,
CRM-119829,07/04/2026,Kirsty Osei,,Email,Left voicemail,Book meeting,
CRM-126414,2024-09-27,James Brooke,TEM-23700-A,Call,,Send quote,
CRM-107405,2025-01-12,Anita Mercer,CUS-10335,Call,,Book meeting,
CRM-120248,2025-06-25,Kirsty Pryce,TEM-62074-G,Note,Sent brochure,Book meeting,02/07/2025
CRM-144460,18/07/2024,Jack Sharpe,TEM-88950-F,Task,Asked about early exit terms,Send quote,2024-07-22
CRM-155700,22/03/2024,Aisha Sharpe,Whitethorn Chandlery Limited,Task,Updated contact details,Follow up,
CRM-143648,08/12/2024,Callum Rowntree,Birchmoor Laundry (UK) Ltd,Call,Lost on price at renewal,,
CRM-102933,27/08/2024,,CUS-10137,Task,,,
CRM-125794,24/02/2025,Nia Wren,Northgate Ice Cream Co,Meeting,Site added to account,,
CRM-149763,2024-06-08,Anita Mercer,TEM-85247-C,Email,Chased signature,,
CRM-151780,18/11/2024,Iona Mercer,TEM-81828-C,Call,Left voicemail,Follow up,
CRM-104972,2024-12-31,Kirsty Pryce,CUS-10218,Email,Site added to account,,27/01/2025
CRM-117489,2024-07-02,,CUS-10725,Call,Asked when renewal pricing lands,,
CRM-115566,28/05/2025,Rhys Doyle,TEM-29711-A,Call,Left voicemail,,
CRM-108132,17/03/2026,Callum Rowntree,,Meeting,Wants multi-site quote for renewal,Follow up,
CRM-116870,14/07/2024,James Jennings,,Note,Waiting on LOA,Follow up,
CRM-146655,2024-09-08,Amber Doyle,Pemberley Packaging & Sons,Email,Broker says customer gone quiet,,2024-09-28
CRM-139184,2025-07-19,Amber Doyle,Umberside Textiles Partners,Meeting,"No answer, try next week",,
CRM-137560,28/04/2026,Nia Wren,Elmwood Distillery (UK) Ltd,Note,Did not respond to renewal outreach,,
CRM-154754,31/12/2025,Kirsty Pryce,TEM-95833-B,Task,,,
CRM-148831,2025-06-27,Aisha Sharpe,Quenington Bakehouse Limited,Task,Confirmed budget approved for next term,,
CRM-121461,2025-12-14,Kirsty Osei,Bluewater Salvage Limited,Meeting,,,
CRM-124279,11/11/2024,Grace Nairn,CUS-11031,Call,Customer moved to incumbent,,
CRM-106476,10/08/2025,Kirsty Osei,CUS-10301,Email,,,
CRM-145205,03/11/2025,Callum Rowntree,Cobalt Maltings,Email,Customer moved to incumbent,,30/11/2025
CRM-151042,2025-06-15,James Jennings,,Meeting,Left voicemail,,
CRM-142406,09/05/2024,Aisha Sharpe,Ottershaw Care & Sons Ltd,Note,Updated contact details,Follow up,07/06/2024
CRM-130854,18/08/2024,Jack Sharpe,,Task,,,
CRM-108832,2025-09-21,James Jennings,CUS-10402,Note,,Send quote,
CRM-111909,31/05/2025,Jack Sharpe,,Email,Left voicemail,Follow up,
CRM-144871,2024-08-23,Callum Rowntree,Cobalt Fabrications Limited,Note,,,
CRM-139120,2024-10-25,,Eastbrook Aggregates (UK) Ltd,Note,Left voicemail,Escalate to AM,
CRM-101028,28/03/2026,Amber Doyle,TEM-75152-E,Call,Left voicemail,,
CRM-109697,06/06/2024,Gareth Hansen,TEM-82503-A,Meeting,,Send quote,
CRM-107780,02/10/2024,Callum Rowntree,TEM-47392-G,Call,,Book meeting,
CRM-105916,2025-09-13,Nia Wren,Cedar Coachworks Ltd,Call,Asked about early exit terms,,
CRM-144660,2024-12-11,Grace Nairn,TEM-60381-E,Task,,,22/12/2024
CRM-113458,2026-01-23,Kirsty Osei,,Email,Asked about early exit terms,Escalate to AM,2026-02-13
CRM-139880,21/10/2024,Grace Nairn,,Email,Broker says customer gone quiet,Send quote,2024-10-25
CRM-135402,10/06/2025,Amber Doyle,CUS-11564,Email,"Price sensitive, wants >10% saving to stay",,
CRM-125387,12/10/2024,James Brooke,TEM-82271-B,Email,Customer moved to incumbent,,
CRM-103064,21/02/2025,,TEM-84117-D,Task,Escalation raised - threatened to leave,,10/03/2025
CRM-114156,16/08/2024,,TEM-70518-E,Call,Updated contact details,,
CRM-126188,25/02/2025,Kirsty Pryce,,Call,,,
CRM-154916,2024-03-20,Callum Rowntree,,Call,"No answer, try next week",,22/03/2024
CRM-143785,2026-06-06,Jack Sharpe,TEM-41994-D,Task,Sent brochure,,
CRM-119483,2024-03-17,Kirsty Osei,,Call,Very happy with RED savings this year,,
CRM-136722,2024-12-30,Callum Rowntree,,Note,Waiting on LOA,,24/01/2025
CRM-117298,05/06/2025,Gareth Hansen,CUS-10719,Email,Chased signature,,
CRM-116881,01/06/2026,Amber Doyle,Pemberley Foundry Ltd,Meeting,Chased signature,,
CRM-153962,2024-12-03,Jack Sharpe,CUS-12354,Call,Updated contact details,,
CRM-133197,05/09/2025,Nia Wren,TEM-99264-A,Email,Updated contact details,,
CRM-105172,04/01/2025,Callum Rowntree,,Email,,,
CRM-150985,2024-08-21,Amber Doyle,TEM-50437-E,Note,,,
CRM-116849,2026-03-25,Aisha Sharpe,,Note,Site added to account,Escalate to AM,
CRM-141514,02/03/2026,Anita Mercer,TEM-87083-B,Meeting,"No answer, try next week",Book meeting,
CRM-134419,29/06/2024,,TEM-10745-C,Email,Intro call booked,,
CRM-130301,29/04/2026,Iona Mercer,TEM-81600-G,Email,"No answer, try next week",Follow up,
CRM-129433,11/06/2024,James Brooke,CUS-11289,Note,,,
CRM-128525,13/05/2024,James Brooke,CUS-11230,Email,Sent brochure,Follow up,
CRM-143327,02/01/2026,Nia Wren,CUS-11906,Task,Updated contact details,,
CRM-116516,2025-05-14,Nia Wren,,Task,,,
CRM-135744,2025-11-23,Grace Nairn,TEM-28820-B,Call,Site added to account,Book meeting,
CRM-142654,20/11/2024,Aisha Sharpe,Kelbrook Ice Cream Co,Call,"Keen to renew, asked us to send terms",Book meeting,19/12/2024
CRM-151180,2025-09-29,Aisha Sharpe,TEM-79940-F,Meeting,Sent brochure,Follow up,
CRM-141911,14/12/2025,Jack Sharpe,Lighthouse Textiles Holdings Ltd,Call,Left voicemail,Book meeting,22/12/2025
CRM-146638,05/03/2025,Kirsty Osei,CUS-12052,Note,Reviewing a competitor quote from incumbent,,
CRM-136239,20/07/2025,,Tredegar Breweries,Note,Site added to account,Escalate to AM,
CRM-134316,2026-07-01,Grace Nairn,CUS-11516,Note,Intro call booked,,
CRM-122099,2026-08-29,Callum Rowntree,,Email,,,
CRM-101717,2026-03-31,Kirsty Osei,CUS-10082,Task,"No answer, try next week",,25/04/2026
CRM-138235,11/05/2026,Gareth Hansen,TEM-67551-G,Task,Updated contact details,Escalate to AM,
CRM-125042,2026-08-28,Nia Wren,TEM-11091-G,Email,Updated contact details,,
CRM-139922,2025-01-25,Gareth Hansen,TEM-79474-D,Email,Reviewing a competitor quote from incumbent,,19/02/2025
CRM-120526,2025-07-02,Gareth Hansen,TEM-88620-A,Note,Sent brochure,,2025-07-14
CRM-153311,06/03/2026,James Brooke,CUS-12315,Call,"Unhappy about invoice dispute, renewal at risk",,
CRM-126724,12/07/2025,,CUS-11134,Note,Waiting on LOA,,31/07/2025
CRM-100562,04/08/2026,,TEM-40243-F,Note,Intro call booked,,
CRM-121541,12/04/2025,Aisha Sharpe,CUS-10885,Task,Left voicemail,,
CRM-112104,30/11/2025,,,Call,Waiting on LOA,,
CRM-147712,2026-05-28,Nia Wren,,Meeting,"Keen to renew, asked us to send terms",Book meeting,
CRM-131307,2024-12-30,James Jennings,CUS-11356,Email,Sent brochure,Send quote,
CRM-130737,2025-04-18,Iona Mercer,TEM-14637-B,Task,Chased signature,Escalate to AM,
CRM-128860,02/12/2025,Kirsty Pryce,CUS-11253,Call,Chased signature,Send quote,2025-12-30
CRM-131823,28/05/2025,James Brooke,CUS-11384,Task,Wants multi-site quote for renewal,,
CRM-139655,04/03/2025,Callum Rowntree,TEM-51578-F,Note,Intro call booked,Follow up,
CRM-105592,2025-09-12,Kirsty Osei,CUS-10253,Email,Chased signature,,08/10/2025
CRM-109673,2025-03-17,James Jennings,,Note,Chased signature,Send quote,
CRM-114533,2026-03-02,Iona Mercer,Ellerton Farm Foods Holdings,Email,,Book meeting,
CRM-103752,25/02/2025,James Jennings,Cedar Aquatics Ltd,Meeting,,Follow up,
CRM-145690,2026-04-22,Iona Mercer,TEM-59667-B,Meeting,Asked when renewal pricing lands,,
CRM-148267,29/12/2025,Jack Sharpe,,Call,,,
CRM-133967,2025-05-27,Aisha Sharpe,CUS-11496,Email,,Escalate to AM,
CRM-125225,2026-06-04,Aisha Sharpe,Zetland Offices Group,Call,Chased signature,,
CRM-144112,15/05/2024,Iona Mercer,CUS-11936,Email,Waiting on LOA,,
CRM-149662,2025-11-14,Nia Wren,TEM-79118-G,Call,,,2025-12-01
CRM-138627,21/08/2025,James Brooke,CUS-11693,Call,,,
CRM-145781,2024-10-24,Grace Nairn,,Meeting,Site added to account,,
CRM-123950,2025-12-01,Anita Mercer,CUS-11010,Email,Broker says customer gone quiet,,27/12/2025
CRM-155646,18/02/2025,,TEM-13632-A,Call,"No answer, try next week",,2025-03-05
CRM-103887,10/04/2025,Grace Nairn,Silverbeck Upholstery Partners Ltd,Call,Sent brochure,,
CRM-145936,15/04/2025,Nia Wren,CUS-12026,Call,,Escalate to AM,
CRM-148381,03/07/2025,Rhys Doyle,TEM-32963-A,Meeting,"No answer, try next week",,
CRM-114393,2026-05-29,Iona Mercer,TEM-48706-C,Task,,Send quote,
CRM-138436,02/06/2024,Anita Mercer,CUS-11681,Email,Waiting on LOA,,
CRM-113767,2026-06-26,Aisha Sharpe,,Email,"Keen to renew, asked us to send terms",,28/06/2026
CRM-103963,08/03/2025,Jack Sharpe,CUS-10173,Note,Broker says customer gone quiet,Escalate to AM,
CRM-132941,03/06/2025,Gareth Hansen,Zetland Galvanising Group Ltd,Call,Sent brochure,,
CRM-120537,14/04/2024,Nia Wren,TEM-88620-A,Call,,,
CRM-157268,22/12/2024,Kirsty Pryce,CUS-12489,Task,Chased signature,Escalate to AM,
CRM-109892,26/06/2025,Grace Nairn,,Email,Site added to account,,
CRM-151434,22/07/2025,Rhys Doyle,,Call,"No answer, try next week",,
CRM-112118,2026-07-25,Callum Rowntree,,Note,Asked when renewal pricing lands,,
CRM-108704,13/04/2024,,TEM-18970-D,Meeting,,Follow up,
CRM-114287,2025-05-13,Grace Nairn,CUS-10615,Call,Confirmed budget approved for next term,Book meeting,
CRM-130054,04/08/2026,Anita Mercer,CUS-11307,Note,Sent brochure,Follow up,
CRM-127766,2024-07-10,James Brooke,CUS-11185,Call,Sent brochure,,2024-07-13
CRM-156432,28/01/2025,James Brooke,TEM-34453-F,Email,Chased signature,,
CRM-102025,16/12/2024,Gareth Hansen,Cobalt Recycling,Meeting,,Escalate to AM,
CRM-116497,18/12/2025,,CUS-10703,Email,Updated contact details,,16/01/2026
CRM-151795,31/08/2024,James Jennings,Tredegar Aggregates Ltd,Note,Sent brochure,,2024-09-23
CRM-109745,13/07/2026,Gareth Hansen,TEM-12893-A,Meeting,Updated contact details,Send quote,2026-07-19
CRM-141546,2025-01-04,Jack Sharpe,TEM-87083-B,Note,Left voicemail,,
CRM-144579,2024-06-05,Iona Mercer,Ravenscar Precision Partners Ltd,Task,Intro call booked,,
CRM-136913,2024-08-22,Kirsty Pryce,CUS-11633,Task,Site added to account,,27/08/2024
CRM-111817,2026-07-16,Rhys Doyle,TEM-93164-F,Task,Sent brochure,,
CRM-148484,29/05/2024,Callum Rowntree,CUS-12105,Call,Waiting on LOA,Book meeting,
CRM-120540,2025-04-11,James Brooke,,Note,Sent brochure,Book meeting,
CRM-149075,16/03/2026,Jack Sharpe,Selworthy Garden Ltd,Email,Chased signature,,
CRM-139243,2026-01-14,,,Call,Chased signature,Escalate to AM,
CRM-136453,16/05/2024,Kirsty Osei,Vantage Optics,Email,Chased signature,,
CRM-152727,05/06/2026,Gareth Hansen,CUS-12294,Task,,,
CRM-104471,2025-10-08,Gareth Hansen,Violetta Restaurants Limited,Task,Sent brochure,,
CRM-155578,2026-05-24,Kirsty Osei,CUS-12415,Call,Waiting on LOA,,
CRM-117085,16/04/2025,Amber Doyle,Pennine Bakehouse Limited,Meeting,Reviewing a competitor quote from incumbent,,
CRM-114209,2025-04-13,Gareth Hansen,TEM-48706-C,Meeting,Asked when renewal pricing lands,,
CRM-114285,2024-04-26,Amber Doyle,,Email,"Keen to renew, asked us to send terms",,03/05/2024
CRM-145492,2025-05-10,Kirsty Osei,CUS-12010,Email,,,
CRM-146492,2025-06-10,James Brooke,Saltmarsh Hotels Partners,Email,Left voicemail,Follow up,
CRM-104693,22/07/2025,,CUS-10203,Email,Site added to account,Escalate to AM,
CRM-153148,2025-05-20,Nia Wren,TEM-51184-B,Call,Wants multi-site quote for renewal,Book meeting,2025-05-25
CRM-139466,09/08/2024,Iona Mercer,CUS-11739,Email,,,
CRM-137461,25/06/2026,Amber Doyle,TEM-52575-B,Email,Left voicemail,,
CRM-144859,2025-10-26,,,Email,Escalation raised - threatened to leave,,2025-11-08
CRM-110497,2025-12-17,Rhys Doyle,TEM-41112-B,Email,Intro call booked,,2026-01-15
CRM-114621,20/07/2025,,,Meeting,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-145892,08/11/2025,,CUS-12026,Email,Site added to account,Follow up,2025-11-29
CRM-130349,26/07/2025,Grace Nairn,TEM-60089-E,Email,Updated contact details,,
CRM-117335,2024-08-08,Iona Mercer,TEM-37869-C,Email,Sent brochure,,
CRM-109370,04/03/2026,Nia Wren,TEM-84095-G,Meeting,Left voicemail,,
CRM-155583,2025-07-10,,Ellerton Laundry (UK) Ltd,Call,Chased signature,,
CRM-110169,21/12/2025,Anita Mercer,TEM-24796-G,Task,Site added to account,,
CRM-132006,2026-07-02,Kirsty Pryce,TEM-46504-D,Email,Broker moved book elsewhere,,
CRM-146143,2025-10-13,Aisha Sharpe,CUS-12029,Meeting,Chased signature,,
CRM-115509,13/02/2026,,,Email,,,15/02/2026
CRM-126929,2025-06-12,,Ivybridge Dairy Group,Meeting,Chased signature,,2025-06-30
CRM-142650,20/11/2025,James Brooke,TEM-79283-A,Call,,Follow up,
CRM-148325,20/03/2025,Rhys Doyle,,Email,Site added to account,,2025-04-08
CRM-112752,17/05/2024,,TEM-25430-D,Call,Broker says customer gone quiet,Send quote,
CRM-127268,2025-11-18,Nia Wren,,Call,Sent brochure,,2025-12-03
CRM-113414,2026-06-01,Gareth Hansen,CUS-10586,Meeting,Left voicemail,,
CRM-147554,2024-08-12,Rhys Doyle,CUS-12078,Email,,,
CRM-113320,19/06/2025,Gareth Hansen,Foxglove Scaffolding Holdings,Call,Escalation raised - threatened to leave,Book meeting,
CRM-102409,21/12/2024,Kirsty Pryce,CUS-10106,Note,Site added to account,,
CRM-124114,2025-12-05,Aisha Sharpe,CUS-11020,Meeting,Sent brochure,,2025-12-29
CRM-141040,2024-09-29,,TEM-47829-B,Note,"No answer, try next week",,
CRM-143182,2025-09-07,Kirsty Osei,TEM-51832-G,Email,Intro call booked,,
CRM-123417,12/10/2025,Aisha Sharpe,,Meeting,Intro call booked,,2025-10-16
CRM-126711,13/11/2024,Grace Nairn,CUS-11134,Task,Sent brochure,Send quote,
CRM-115606,11/12/2024,Grace Nairn,CUS-10669,Call,"No answer, try next week",,
CRM-119473,2025-12-12,Grace Nairn,CUS-10783,Note,Sent brochure,,
CRM-107022,2026-04-07,Nia Wren,TEM-85445-B,Email,Sent brochure,Send quote,
CRM-138109,2026-06-03,Iona Mercer,TEM-67551-G,Email,"Keen to renew, asked us to send terms",,07/06/2026
CRM-149300,2025-01-24,James Jennings,CUS-12155,Task,,,
CRM-135555,05/11/2025,,CUS-11571,Email,Very happy with RED savings this year,Escalate to AM,
CRM-144122,2025-04-07,James Brooke,Maplin Foundry Partners,Meeting,Very happy with RED savings this year,,
CRM-149592,2024-04-27,Nia Wren,ASHCOMBE FABRICATIONS LIMITED,Meeting,Wants multi-site quote for renewal,,
CRM-106900,06/03/2026,Kirsty Pryce,CUS-10326,Call,Lost on price at renewal,,
CRM-146568,18/10/2024,Nia Wren,Wrenfield Schools & Sons Ltd,Call,,,
CRM-157459,2024-10-26,Rhys Doyle,Maplin Restaurants Ltd,Call,Sent brochure,,
CRM-129477,18/08/2024,James Jennings,Riverbank Aquatics Co,Call,,,
CRM-136763,2025-04-15,Gareth Hansen,CUS-11622,Call,Waiting on LOA,,
CRM-141776,10/04/2025,Rhys Doyle,CUS-11852,Email,"No answer, try next week",,
CRM-154969,17/04/2024,,TEM-99505-F,Email,Customer moved to incumbent,,
CRM-110852,14/09/2024,Kirsty Pryce,Stanhope Plastics,Meeting,Updated contact details,Book meeting,
CRM-124896,2024-09-12,Rhys Doyle,,Email,"Unhappy about invoice dispute, renewal at risk",,
CRM-110827,2026-03-22,Callum Rowntree,TEM-67251-B,Email,Chased signature,,
CRM-132118,31/07/2026,Kirsty Osei,CUS-11402,Meeting,,,
CRM-121318,2026-07-23,Amber Doyle,Norbury Optics Partners,Email,Waiting on LOA,Escalate to AM,
CRM-123282,2025-05-10,,TEM-23687-B,Note,Did not respond to renewal outreach,Book meeting,
CRM-117558,30/03/2026,Jack Sharpe,CUS-10728,Call,,,2026-04-22
CRM-143459,08/08/2024,Grace Nairn,Padstow Bakehouse,Email,Waiting on LOA,,01/09/2024
