site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-22415,TEM-78790-C,Harborne site 1,N4 4BT,8206924460905,RED,24/02/2027,24 February 2028,120000,28.27,Live
S-22416,TEM-52894-C,Ashcombe site 1,B23 5ER,4962081262556,RED,01/09/2024,01/09/2027,155000,30.64,Live
S-22417,TEM-47720-F,Bexley site 1,B5 6NT,3565431934282,RED Plus,2027-05-25,24 May 2028,340000,18.62,Live
S-22418,TEM-47720-F,Bexley site 2,N30 1ND,0044-3419-38967,RED,27/08/2024,2027-08-27,660000,27.4,Live
S-22419,TEM-47720-F,Bexley site 3,L6 4HT,4075029877292,REDzero,12/12/2025,12 December 2026,480000,20.65,Live
S-22420,TEM-47720-F,Bexley site 4,B13 8BD,00 2326 4649 065,RED,2026-04-25,24 April 2028,910000,26.39,Live
S-22421,TEM-44631-G,Wrenfield site 1,M1 7HD,9577481114616,RED,2025-09-23,2026-09-23,2100000,25.45,Live
S-22422,TEM-30518-A,Zetland site 1,B19 4BW,4043-6635-41354,RED,2024-10-27,27/10/2027,62500,22.33,Live
S-22423,TEM-24895-C,Gilded site 1,L13 4ER,8982-3760-70892,RED,10/12/2021,09-Dec-24,88000,26.83,Ended
S-22424,TEM-56695-D,Jarrow site 1,G16 1EW,65 8833 9441 436,RED,2026-11-09,09 November 2027,88000,18.87,Live
S-22425,TEM-56695-D,Jarrow site 2,B19 2AW,66 4944 8872 070,REDzero,2025-04-21,20/04/2028,210000,24.48,Live
S-22426,TEM-64823-A,Tanfield site 1,S21 9HW,1192-4230-39605,RED,2024-02-03,02 February 2025,42000,27.3,Ended
S-22427,TEM-79231-G,Halewood site 1,M9 5HT,6269-6482-88552,RED,04/11/2024,04-Nov-27,1250000,22.11,Live
S-22428,TEM-93891-F,Birchmoor site 1,E12 6AT,6699537695075,RED,12/03/2026,12-Mar-27,210000,19.82,Live
S-22429,TEM-93891-F,Birchmoor site 2,S12 3ED,93 8047 5843 882,RED,2024-12-28,28 December 2026,480000,22.38,Live
S-22430,TEM-93891-F,Birchmoor site 3,B4 9ED,74 0003 1518 178,RED Plus,2025-11-14,14-Nov-26,120000,29.0,Live
S-22431,TEM-93891-F,Birchmoor site 4,L3 5AT,71 7508 8856 630,RED Plus,2026-05-25,2027-05-25,120000,20.06,Live
S-22432,TEM-67847-G,Ivybridge site 1,B21 4AX,43 3966 8665 947,RED,2025-07-16,16-Jul-27,42000,29.72,Live
S-22433,TEM-71682-F,Violetta site 1,G10 4NP,4327945185875,RED,2025-08-30,30/08/2026,660000,18.64,OOC
S-22434,TEM-71682-F,Violetta site 2,L6 5NT,64 4588 3236 296,RED,09/02/2025,2027-02-09,210000,19.05,Live
S-22435,TEM-71682-F,Violetta site 3,M3 8JR,6989067892828,RED Plus,05/09/2023,04/09/2026,155000,28.84,Live
S-22436,TEM-51299-B,Marlow site 1,S13 8NR,6824706477310,RED,2024-02-08,2027-02-07,910000,21.86,Live
S-22437,TEM-51299-B,Marlow site 2,B24 4AD,7087670884336,RED,05/11/2025,05/11/2026,62500,27.09,Live
S-22438,TEM-51299-B,Marlow site 3,N11 8BX,85 2221 0625 128,RED,2024-11-25,25-Nov-27,480000,31.88,Live
S-22439,TEM-51299-B,Marlow site 4,N20 8HX,8780092388405,RED,14/01/2026,14-Jan-27,2100000,26.61,Live
S-22440,TEM-19545-A,Saltmarsh site 1,E29 6BX,23 0394 0553 266,RED,2025-05-09,08-May-28,120000,23.27,Live
S-22441,TEM-40353-G,Verity site 1,L20 7HT,3795-1779-90971,RED Plus,2025-01-29,29/01/2027,62500,31.34,Live
S-22442,TEM-40353-G,Verity site 2,S27 4JR,1123-1828-37818,RED,25/03/2027,24/03/2028,120000,31.44,Live
S-22443,TEM-40353-G,Verity site 3,S14 7AT,9556155123368,RED Plus,2026-04-12,12-Apr-27,2100000,30.58,Live
S-22444,TEM-40353-G,Verity site 4,L23 9AT,1972309813060,REDzero,19/02/2024,18 February 2027,62500,21.15,Live
S-22445,TEM-40353-G,Verity site 5,M10 4AP,57 8021 5844 147,RED Plus,2024-08-24,24 August 2027,480000,20.79,Live
S-22446,TEM-40353-G,Verity site 6,M25 7EX,569384O151528,REDzero,2024-05-26,26-May-27,62500,29.37,Live
S-22447,TEM-60716-B,Jarrow site 1,S2 8ET,5235271968627,RED,2025-10-17,17/10/2026,2100000,30.65,Live
S-22448,TEM-60716-B,Jarrow site 2,L3 5HT,67 2678 9568 600,RED,2026-03-06,06 March 2027,2100000,30.26,Live
S-22449,TEM-45123-E,Pemberley site 1,N21 6JT,8520-3976-10566,RED,18/06/2024,18-Jun-27,155000,23.09,Live
S-22450,TEM-45123-E,Pemberley site 2,B27 1BX,59 0822 4564 965,RED,2024-10-31,31 October 2026,910000,26.65,Live
S-22451,TEM-79024-C,Summerton site 1,G10 5AW,61 2360 5436 981,RED,2026-05-23,2027-05-23,42000,19.23,Live
S-22452,TEM-49672-F,Nettlebed site 1,S29 8AX,3426552433221,RED Plus,2025-06-21,21/06/2027,480000,19.14,Live
S-22453,TEM-49062-E,Pennine site 1,M14 6ED,7376-2177-27357,RED,2023-07-29,28 July 2026,910000,25.88,OOC
S-22454,TEM-30282-D,Saltmarsh site 1,G27 4AP,5799642072638,RED,19/06/2026,19 June 2027,62500,18.12,Live
S-22455,TEM-14852-E,Cobalt site 1,G19 5HW,8144882873579,RED,2025-07-28,28-Jul-27,340000,28.28,Live
S-22456,TEM-14852-E,Cobalt site 2,G18 7HD,59 0077 9275 582,RED,30/05/2025,29 May 2028,88000,24.7,Live
S-22457,TEM-88879-F,Farrier site 1,N15 5ND,9211-1040-95996,RED,30/04/2026,2028-04-29,42000,19.34,Live
S-22458,TEM-85998-E,Eastbrook site 1,B19 8AX,4440-3166-98020,RED,2025-05-31,31-May-27,2100000,18.87,Live
S-22459,TEM-18245-E,Applegarth site 1,S18 8ND,17 0784 8149 075,RED,08/05/2027,07/05/2028,1250000,22.23,Live
S-22460,TEM-18309-B,Tanfield site 1,G5 9BP,8337052572539,RED,2025-11-06,06 November 2027,62500,32.46,Live
S-22461,TEM-39280-F,Northgate site 1,E10 9EP,1211-5122-98365,RED Plus,2025-09-10,2027-09-10,2100000,25.53,Live
S-22462,TEM-31178-A,Denholm site 1,L22 7ET,1475-5497-89988,RED,23/10/2024,23 October 2026,155000,17.84,Live
S-22463,TEM-94039-G,Bexley site 1,N6 5EW,3688057969620,REDzero,2025-11-03,2026-11-03,1250000,26.21,Live
S-22464,TEM-94039-G,Bexley site 2,G28 9AR,19 4492 0256 402,RED,12/08/2024,12/08/2027,120000,28.9,Live
S-22465,TEM-94039-G,Bexley site 3,M28 5ER,2006-1875-42172,RED Plus,2026-06-23,23-Jun-27,340000,18.3,Live
S-22466,TEM-33655-G,Tredegar site 1,E26 9JP,5447939710633,RED,2027-04-06,2028-04-05,2100000,24.34,Live
S-22467,TEM-35968-E,Zetland site 1,E27 2AD,1621874452742,RED,30/09/2025,2026-09-30,480000,23.81,Live
S-22468,TEM-65558-A,Quarrington site 1,M27 4BW,8487637429050,RED,31/05/2025,2027-05-31,660000,21.32,Live
S-22469,TEM-65558-A,Quarrington site 2,S18 4JR,32 0065 5845 688,RED Plus,2024-03-14,14/03/2027,88000,22.72,Live
S-22470,TEM-31789-D,Millpond site 1,G8 4HT,8230233515870,RED,2024-12-28,28 December 2027,480000,31.17,Live
S-22471,TEM-20357-A,Saltmarsh site 1,G1 3HT,0299287307234,RED,2024-06-16,16/06/2027,62500,31.84,Live
S-22472,TEM-79966-D,Jarrow site 1,S29 5JX,2586144321429,RED,2025-11-15,15 November 2026,2100000,24.12,Live
S-22473,TEM-79966-D,Jarrow site 2,B9 5NW,7814-1087-15239,RED,2025-08-21,21/08/2027,660000,17.54,Live
S-22474,TEM-79966-D,Jarrow site 3,M15 8AD,8430793355738,REDzero,14/09/2023,2026-09-13,155000,24.42,Live
S-22475,TEM-79966-D,Jarrow site 4,E30 7JP,3260-9883-47902,REDzero,2027-01-12,2028-01-12,1250000,22.21,Live
S-22476,TEM-79966-D,Jarrow site 5,G25 8JD,2816-6797-72336,RED,2026-03-14,14-Mar-27,120000,30.57,Live
S-22477,TEM-79966-D,Jarrow site 6,N21 6JD,01 6985 2726 616,REDzero,19/07/2026,19/07/2027,340000,25.74,Live
S-22478,TEM-79966-D,Jarrow site 7,L21 3HP,66 6422 2718 974,RED Plus,2025-10-03,2026-10-03,88000,22.74,Live
S-22479,TEM-79966-D,Jarrow site 8,N23 8HP,1080330570077,RED,2025-05-04,04 May 2027,910000,19.46,Live
S-22480,TEM-16376-E,Riverbank site 1,S23 7HR,4577187813901,RED Plus,2024-10-07,2026-10-07,155000,27.87,Live
S-22481,TEM-16376-E,Riverbank site 2,N28 5HP,3450-4353-18760,RED,19/04/2024,19 April 2027,480000,24.17,Live
S-22482,TEM-16376-E,Riverbank site 3,L14 3BW,24 8748 3281 953,RED,2026-04-16,16-Apr-27,660000,20.35,Live
S-22483,TEM-16376-E,Riverbank site 4,M8 3NW,44 1559 1451 901,RED Plus,27/02/2024,26/02/2027,120000,21.98,Live
S-22484,TEM-16376-E,Riverbank site 5,E8 3JP,0267801663608,RED Plus,2027-01-23,23 January 2028,910000,30.68,Live
S-22485,TEM-16376-E,Riverbank site 6,N2 9NW,7742978886217,RED,2025-06-23,23 June 2027,480000,22.72,Live
S-22486,TEM-95694-B,Kelbrook site 1,S30 4NP,1640518319651,RED,21/03/2027,20/03/2028,62500,26.68,Live
S-22487,TEM-95694-B,Kelbrook site 2,N23 6ER,2804-3252-62092,RED,27/02/2025,27-Feb-28,660000,23.33,Live
S-22488,TEM-45328-F,Pemberley site 1,G5 7ED,1814-8915-06218,RED Plus,2023-04-14,13 April 2026,120000,21.87,Ended
S-22489,TEM-39740-B,Westcliff site 1,M22 6JR,9639-7895-69314,REDzero,2023-06-10,09/06/2026,210000,27.47,Ended
S-22490,TEM-39740-B,Westcliff site 2,L20 2BD,7659849602779,REDzero,2022-01-30,2025-01-29,480000,21.84,Ended
S-22491,TEM-39740-B,Westcliff site 3,B24 6AP,0722970541395,RED Plus,2024-02-22,2026-02-21,88000,23.81,Ended
S-22492,TEM-39740-B,Westcliff site 4,N30 7HD,34 3542 6796 269,RED,2022-08-05,04/08/2025,2100000,28.22,Ended
S-22493,TEM-39740-B,Westcliff site 5,B29 5HP,4843969882394,RED,2021-12-11,10-Dec-24,2100000,28.77,Ended
S-22494,TEM-39740-B,Westcliff site 6,M13 6HP,3058-4656-77261,RED,2023-01-26,25 January 2026,210000,22.58,Ended
S-22495,TEM-60309-C,Bexley site 1,L26 3JT,9274-5248-91395,RED Plus,2024-11-29,29-Nov-27,1250000,28.74,Live
S-22496,TEM-86548-A,Verity site 1,S13 5JT,73 7156 4075 475,RED Plus,07/02/2024,06 February 2027,1250000,25.94,Live
S-22497,TEM-86548-A,Verity site 2,S21 3HP,8811-4635-17565,RED,23/12/2025,2027-12-23,660000,19.7,Live
S-22498,TEM-86548-A,Verity site 3,N15 9JP,3757044293642,RED Plus,06/05/2024,06-May-27,62500,27.96,Live
S-22499,TEM-86548-A,Verity site 4,B3 6ED,1902-7699-96232,RED,2023-11-08,07/11/2026,210000,18.93,Live
S-22500,TEM-86548-A,Verity site 5,S25 4HX,3327-2506-44144,RED,28/02/2024,27 February 2027,340000,28.53,Live
S-22501,TEM-86548-A,Verity site 6,N13 9AP,33 7216 9344 629,RED,2024-09-30,30-Sep-27,210000,30.1,Live
S-22502,TEM-86548-A,Verity site 7,G19 2JD,5663015069899,RED,2024-10-15,15/10/2026,2100000,25.92,Live
S-22503,TEM-86548-A,Verity site 8,S2 3BD,4366003870052,RED,2024-09-21,21/09/2026,1250000,22.22,Live
S-22504,TEM-16264-B,Torque site 1,N17 2HR,10 5546 6537 885,RED,18/10/2024,18 October 2027,88000,19.9,Live
S-22505,TEM-71644-A,Langmere site 1,G14 5NR,42 4434 3870 983,RED,23/11/2025,23/11/2026,340000,27.66,Live
S-22506,TEM-71644-A,Langmere site 2,B10 7BX,5458-2169-01730,RED,2024-09-28,2027-09-28,2100000,25.94,Live
S-22507,TEM-71644-A,Langmere site 3,E30 3AR,7222245159218,RED,2025-09-19,19-Sep-27,340000,31.7,Live
S-22508,TEM-71644-A,Langmere site 4,N30 1NR,69 9100 5442 658,RED,03/10/2023,02-Oct-26,1250000,25.52,Live
S-22509,TEM-71644-A,Langmere site 5,E23 8AD,7359946582400,RED,04/07/2026,04-Jul-27,340000,28.6,Live
S-22510,TEM-71644-A,Langmere site 6,B27 3ET,5255-7448-66051,RED,2024-03-25,25/03/2027,480000,20.69,Live
S-22511,TEM-72713-D,Hollybush site 1,B27 9AX,88 4304 1438 175,REDzero,2025-04-15,2027-04-15,210000,20.1,Live
S-22512,TEM-33972-A,Hollybush site 1,M28 9HP,68 9956 4977 861,RED,2023-11-25,24-Nov-26,210000,29.66,Live
S-22513,TEM-33972-A,Hollybush site 2,L18 1EP,70 8916 9587 159,RED,07/11/2026,07-Nov-27,660000,29.74,Live
S-22514,TEM-86667-F,Ullswater site 1,E2 3BT,09 6056 5987 537,RED Plus,2024-10-21,21-Oct-27,120000,29.0,Live
S-22515,TEM-86667-F,Ullswater site 2,S7 8JP,01 7334 6876 440,RED,09/10/2024,09/10/2026,340000,21.9,Live
S-22516,TEM-87644-C,Saltmarsh site 1,M12 5JT,1027692299341,RED,04/10/2023,03/10/2026,88000,31.64,Live
S-22517,TEM-45628-B,Northgate site 1,N2 9BP,6002152895777,RED,2027-02-27,27-Feb-28,660000,23.72,Live
S-22518,TEM-45628-B,Northgate site 2,S6 5EP,53 5449 9405 838,REDzero,2025-05-15,15/05/2027,62500,31.18,Live
S-22519,TEM-48238-B,Farrier site 1,E5 4BD,73 3560 6806 035,RED Plus,2026-07-28,28-Jul-27,155000,22.98,Live
S-22520,TEM-99264-A,Thackery site 1,M16 6AD,1443-5406-77814,RED Plus,2026-03-10,2027-03-10,1250000,17.87,Live
S-22521,TEM-59060-E,Riverbank site 1,B17 7EW,3693066543352,RED,01/08/2026,01/08/2027,910000,27.54,Live
S-22522,TEM-41491-F,Oakhurst site 1,S29 8AW,4678-0410-48515,RED,2024-07-23,23-Jul-27,88000,32.17,Live
S-22523,TEM-75448-A,Maplin site 1,S14 3HP,5343217321578,RED,09/12/2023,2026-12-08,2100000,26.74,Live
S-22524,TEM-53534-E,Ullswater site 1,M14 9NP,2352-1323-49437,RED,2026-08-28,28/08/2027,2100000,31.62,Live
S-22525,TEM-49360-G,Halewood site 1,S6 1HD,7362-6328-09136,RED,12/11/2023,11-Nov-26,2100000,24.76,Live
S-22526,TEM-49360-G,Halewood site 2,N30 1EP,4730738700040,RED Plus,2025-02-15,15 February 2027,155000,24.92,Live
S-22527,TEM-49360-G,Halewood site 3,S7 6AR,35 9759 9750 353,REDzero,2025-07-17,2027-07-17,120000,23.04,Live
S-22528,TEM-49360-G,Halewood site 4,G30 3AD,0902711057446,RED,25/02/2024,24/02/2027,62500,27.75,Live
S-22529,TEM-73054-A,Summerton site 1,N17 7JX,3938624111178,RED,2025-04-10,09/04/2028,120000,20.45,Live
S-22530,TEM-39156-B,Merrivale site 1,M18 7HW,2371751772636,RED,2025-04-26,25 April 2028,120000,27.67,Live
S-22531,TEM-15708-D,Bramble site 1,S4 9JT,6959424877426,RED,12/05/2027,11-May-28,120000,18.99,Live
S-22532,TEM-15708-D,Bramble site 2,B22 1HR,93 6626 1064 570,REDzero,29/12/2024,29/12/2027,910000,25.0,Live
S-22533,TEM-15708-D,Bramble site 3,B19 3BW,4996-3832-10743,REDzero,18/07/2025,2027-07-18,42000,22.33,Live
S-22534,TEM-15708-D,Bramble site 4,L23 6HR,8225-0427-57474,RED,28/12/2024,28-Dec-26,62500,22.85,Live
S-22535,TEM-12630-A,Jarrow site 1,E18 6ET,7973199195222,RED,12/02/2023,11 February 2025,340000,21.51,Ended
S-22536,TEM-66229-B,Stanhope site 1,G12 2NT,5330-2618-17009,RED,2025-03-20,19/03/2028,88000,17.8,Live
S-22537,TEM-66229-B,Stanhope site 2,L5 8JD,5504849586373,REDzero,2024-10-25,25-Oct-26,42000,19.33,Live
S-22538,TEM-66229-B,Stanhope site 3,S29 6HX,075761O061026,REDzero,2026-01-09,09-Jan-28,910000,19.27,Live
S-22539,TEM-66229-B,Stanhope site 4,N12 6JP,3517627598247,RED,2025-12-07,07 December 2026,910000,21.07,Live
S-22540,TEM-62918-A,Bramble site 1,M21 5AT,00 4127 7185 279,RED,2022-04-05,04-Apr-25,340000,32.3,Ended
S-22541,TEM-54674-D,Zephyr site 1,M11 2AT,5379-7176-01912,RED,2025-04-01,2027-04-01,910000,25.0,Live
S-22542,TEM-45027-G,Larkspur site 1,B2 1NW,0937-1335-52078,REDzero,2023-10-09,08 October 2026,660000,27.33,Live
S-22543,TEM-45027-G,Larkspur site 2,N29 6HR,5808-6772-85160,RED,04/10/2024,2027-10-04,340000,26.26,Live
S-22544,TEM-45027-G,Larkspur site 3,M28 6NR,3187-7481-14744,RED Plus,2025-05-31,2028-05-30,62500,28.54,Live
S-22545,TEM-47613-F,Padstow site 1,L23 2HT,90 3387 3723 811,RED,2024-12-15,15-Dec-27,910000,24.69,Live
S-22546,TEM-41962-F,Bramble site 1,N29 1EW,0098904370742,RED,2026-09-29,29-Sep-27,1250000,18.55,Live
S-22547,TEM-41962-F,Bramble site 2,M17 6NT,4729-5839-56174,RED,2025-12-05,2026-12-05,340000,21.01,Live
S-22548,TEM-74212-C,Atlas site 1,G30 9NT,1033960297803,RED Plus,16/01/2024,2027-01-15,210000,22.01,Live
S-22549,TEM-61050-F,Verity site 1,M19 8EP,44 2292 0583 708,RED,26/08/2025,26-Aug-26,155000,31.26,OOC
S-22550,TEM-44612-E,Northgate site 1,E24 3EX,50 4076 7934 435,RED Plus,22/08/2025,22/08/2027,660000,20.86,Live
S-22551,TEM-55698-D,Kestrel site 1,M21 5BX,62 0362 6294 919,REDzero,19/08/2023,18-Aug-25,340000,24.72,Ended
S-22552,TEM-93747-C,Umberside site 1,L13 9BP,7557150960460,RED,2026-06-16,16-Jun-27,480000,19.64,Live
S-22553,TEM-68916-A,Atlas site 1,M2 9BD,26 1509 8655 675,RED Plus,2025-06-14,14/06/2027,42000,32.38,Live
S-22554,TEM-15338-F,Zephyr site 1,E4 3BR,39 8265 5091 425,REDzero,18/10/2025,2026-10-18,210000,18.45,Live
S-22555,TEM-20237-E,Birchmoor site 1,L28 9BW,6086938855867,RED,2023-09-10,2026-09-09,910000,26.06,Live
S-22556,TEM-20237-E,Birchmoor site 2,E10 2BW,8334-5604-01728,RED,2025-04-28,28-Apr-27,340000,27.75,Live
S-22557,TEM-34547-B,Gilded site 1,N21 9HX,89 4358 7178 286,RED,2025-09-28,28-Sep-26,210000,24.23,Live
S-22558,TEM-37270-G,Kingsmead site 1,M13 8EP,35 9224 6730 659,RED,2024-05-27,2025-05-27,660000,30.45,Ended
S-22559,TEM-77033-D,Wrenfield site 1,B18 5AX,5806380588566,RED Plus,2026-08-06,06 August 2027,155000,30.15,Live
S-22560,TEM-38914-G,Nettlebed site 1,G9 3ER,9798087554850,RED,11/11/2024,2026-11-11,155000,19.84,Live
S-22561,TEM-62266-D,Yarrow site 1,E7 1HP,9316415953384,RED Plus,25/11/2025,2027-11-25,660000,28.52,Live
S-22562,TEM-62266-D,Yarrow site 2,N17 2BT,06 9969 9196 414,REDzero,2024-06-13,13 June 2027,1250000,27.69,Live
S-22563,TEM-62266-D,Yarrow site 3,B15 1ND,82 1585 6326 345,RED,20/08/2025,2027-08-20,2100000,18.04,Live
S-22564,TEM-62266-D,Yarrow site 4,L20 2BX,0904052062665,REDzero,2026-07-10,10-Jul-27,660000,21.79,Live
S-22565,TEM-62266-D,Yarrow site 5,N24 1BP,2659-1283-93208,RED,2023-12-10,2026-12-09,2100000,30.38,Live
S-22566,TEM-62266-D,Yarrow site 6,E28 7BD,2019-4164-76372,RED Plus,20/09/2025,20-Sep-26,2100000,22.44,Live
S-22567,TEM-44288-B,Eastbrook site 1,G6 9HD,7474-4178-45423,RED Plus,2025-09-11,2026-09-11,660000,18.55,Live
S-22568,TEM-44288-B,Eastbrook site 2,G10 7AP,45 4029 9299 975,REDzero,12/06/2025,12/06/2027,2100000,27.56,Live
S-22569,TEM-32378-D,Fernhill site 1,G3 9JX,8268-8746-88944,RED,08/05/2023,07/05/2026,480000,18.15,Ended
S-22570,TEM-32378-D,Fernhill site 2,G19 5JW,5774417970658,RED,13/08/2024,13 August 2025,480000,31.07,Ended
S-22571,TEM-87173-D,Applegarth site 1,N15 7HP,0763290021736,REDzero,13/03/2027,12 March 2028,88000,28.51,Live
S-22572,TEM-87173-D,Applegarth site 2,L6 8NP,0337006937602,RED,2023-12-02,01-Dec-26,2100000,18.55,Live
S-22573,TEM-53683-G,Lowther site 1,G23 5BD,7802058874419,REDzero,12/08/2025,2026-08-12,1250000,17.76,OOC
S-22574,TEM-61023-F,Norbury site 1,S5 3JW,2897-5293-89283,RED Plus,05/05/2027,04 May 2028,155000,20.74,Live
S-22575,TEM-61023-F,Norbury site 2,N23 7BT,75 4345 8309 293,RED,01/05/2027,30/04/2028,88000,17.68,Live
S-22576,TEM-99794-E,Orchard site 1,B24 6AT,7405839234882,RED,24/11/2024,24 November 2027,340000,24.54,Live
S-22577,TEM-95497-A,Verity site 1,N12 1JD,8683932215396,REDzero,2024-03-31,31/03/2027,480000,30.57,Live
S-22578,TEM-95497-A,Verity site 2,E29 7BX,5252-1411-75600,RED,2025-02-11,11/02/2028,155000,18.46,Live
S-22579,TEM-95497-A,Verity site 3,N6 7ER,4664-6693-75590,RED Plus,06/01/2026,06 January 2028,62500,30.9,Live
S-22580,TEM-95497-A,Verity site 4,S14 2BW,1740505159803,REDzero,03/06/2026,03/06/2027,62500,26.05,Live
S-22581,TEM-95497-A,Verity site 5,G21 7AP,6725-6571-16519,RED,02/02/2025,02/02/2028,88000,22.94,Live
S-22582,TEM-95497-A,Verity site 6,E1 8EP,7858835422526,RED,16/12/2024,16-Dec-27,155000,26.32,Live
S-22583,TEM-12797-F,Eastbrook site 1,S9 7NP,3534339954205,RED,02/12/2025,02-Dec-26,62500,18.26,Live
S-22584,TEM-31824-A,Caldwell site 1,E8 5JR,6961832027242,REDzero,18/09/2025,18-Sep-27,42000,17.7,Live
S-22585,TEM-31824-A,Caldwell site 2,M16 9AP,8577-1879-89395,RED Plus,20/02/2026,20-Feb-28,42000,30.45,Live
S-22586,TEM-69754-G,Riverbank site 1,G12 2AT,68 1159 7710 343,RED,2025-04-04,04-Apr-27,120000,17.92,Live
S-22587,TEM-69754-G,Riverbank site 2,M29 3HD,85 5132 1512 348,RED Plus,2025-10-14,14-Oct-27,910000,28.88,Live
S-22588,TEM-62362-D,Silverbeck site 1,B21 8HD,95 3440 9775 988,RED Plus,25/04/2027,24 April 2028,480000,25.87,Live
S-22589,TEM-90540-F,Summerton site 1,G1 5HX,88 6098 4912 765,REDzero,30/08/2024,30-Aug-27,62500,24.36,Live
S-22590,TEM-38746-F,Kelbrook site 1,L20 6EP,3547-6030-13970,RED Plus,22/08/2023,21/08/2026,155000,31.45,OOC
S-22591,TEM-38746-F,Kelbrook site 2,B9 3AR,01 1621 1261 322,REDzero,2025-03-21,20 March 2028,42000,23.7,Live
S-22592,TEM-38746-F,Kelbrook site 3,L16 9JW,787169206210,RED,2025-12-18,18/12/2027,42000,24.23,Live
S-22593,TEM-38746-F,Kelbrook site 4,N24 6BD,9895-7916-72989,REDzero,2024-06-28,28-Jun-27,910000,22.35,Live
S-22594,TEM-38746-F,Kelbrook site 5,N3 3AP,0511-1678-33342,RED Plus,2025-05-16,16/05/2027,62500,26.32,Live
S-22595,TEM-38746-F,Kelbrook site 6,E1 6NP,06 1229 1637 686,RED,2025-04-09,09-Apr-27,120000,26.68,Live
S-22596,TEM-38746-F,Kelbrook site 7,N9 6EW,94 9206 1943 427,REDzero,01/02/2025,01 February 2028,210000,31.32,Live
S-22597,TEM-38746-F,Kelbrook site 8,L14 7AD,8542759888864,RED,05/05/2026,04-May-28,660000,18.71,Live
S-22598,TEM-24603-F,Zephyr site 1,E26 8BT,68 6287 8242 075,RED,22/12/2023,21-Dec-26,120000,32.4,Live
S-22599,TEM-99537-C,Orchard site 1,M23 6BD,01 3276 6559 138,REDzero,2025-04-20,19 April 2028,910000,27.51,Live
S-22600,TEM-35871-B,Quarrington site 1,M5 1NX,19 9442 3928 728,RED,21/01/2026,21-Jan-28,480000,29.08,Live
S-22601,TEM-49352-D,Whitethorn site 1,S5 2HP,1664818257016,RED Plus,27/11/2025,27/11/2026,120000,25.59,Live
S-22602,TEM-11571-B,Bramble site 1,N27 2BT,9189364595930,RED,14/04/2026,13 April 2028,88000,22.34,Live
S-22603,TEM-40748-C,Pennine site 1,S25 6JX,5824-0032-20193,RED,18/10/2024,2027-10-18,210000,18.0,Live
S-22604,TEM-70735-G,Umberside site 1,L22 7EW,7899265261827,REDzero,2026-04-03,03 April 2027,210000,28.47,Live
S-22605,TEM-28926-B,Ullswater site 1,N15 2AP,49 5892 4300 717,REDzero,2026-03-05,2028-03-04,120000,18.18,Live
S-22606,TEM-28926-B,Ullswater site 2,E12 5HR,28 6985 0325 839,REDzero,2027-04-22,2028-04-21,2100000,22.48,Live
S-22607,TEM-69261-A,Zetland site 1,B14 3JP,80 6877 7917 473,RED Plus,21/03/2026,21/03/2027,62500,19.29,Live
S-22608,TEM-40698-D,Torque site 1,L29 7BX,3733514234775,RED,08/01/2027,08 January 2028,42000,29.24,Live
S-22609,TEM-40698-D,Torque site 2,G14 2BX,5481-2227-79138,REDzero,2025-09-24,24 September 2026,910000,30.37,Live
S-22610,TEM-63908-D,Ironbridge site 1,N20 1ND,0903750378603,RED,2026-05-11,11 May 2027,120000,31.99,Live
S-22611,TEM-63908-D,Ironbridge site 2,N29 8AP,8347920011834,RED Plus,2025-02-28,28-Feb-28,480000,23.05,Live
S-22612,TEM-43901-E,Bluewater site 1,S1 8BX,9535285756221,RED,2026-04-15,14-Apr-28,42000,24.95,Live
S-22613,TEM-41622-B,Farrier site 1,M6 9HX,3355-8146-41105,RED,23/08/2022,22-Aug-25,120000,27.01,Ended
S-22614,TEM-60647-F,Kingsmead site 1,N14 3HX,1968-5262-50275,RED,2027-03-04,03 March 2028,660000,25.16,Live
S-22615,TEM-73278-C,Dunmore site 1,L22 2BT,02 5248 3511 303,RED,24/04/2025,24-Apr-27,62500,20.15,Live
S-22616,TEM-33907-E,Lighthouse site 1,M28 4JW,2087757729069,RED,2024-11-04,2025-11-04,1250000,25.69,Ended
S-22617,TEM-33907-E,Lighthouse site 2,M25 6AR,4741-5934-66395,RED,09/05/2025,09 May 2026,1250000,30.72,Ended
S-22618,TEM-24309-D,Hatherley site 1,N11 7JW,4736-5674-28348,RED Plus,2025-09-14,14-Sep-26,42000,26.83,Live
S-22619,TEM-24309-D,Hatherley site 2,L29 3EX,1267259469902,RED,23/10/2025,23/10/2027,340000,19.49,Live
S-22620,TEM-24309-D,Hatherley site 3,N9 8JP,2144544061264,RED,2025-03-07,2028-03-06,155000,29.15,Live
S-22621,TEM-10745-C,Oakhurst site 1,L6 9NX,9934587228481,RED,21/12/2024,2027-12-21,1250000,32.12,Live
S-22622,TEM-50282-B,Ashcombe site 1,G6 6JT,6220231559256,REDzero,2026-04-13,13 April 2027,660000,17.61,Live
S-22623,TEM-50282-B,Ashcombe site 2,G15 8NP,67 1819 8256 118,RED,05/06/2026,2027-06-05,210000,17.56,Live
S-22624,TEM-50282-B,Ashcombe site 3,N18 6BT,44 9357 6806 562,REDzero,06/10/2024,06 October 2026,2100000,19.94,Live
